type,timestamp,x,y,yaw
actual,1745086176.9116626,394656.6239456539,4438783.015975646,-0.04705060342855571
actual,1745086176.9888482,394656.6237403528,4438783.015910386,-0.04707563145002936
actual,1745086177.121504,394656.62631134246,4438783.015397902,-0.047173910940209056
actual,1745086177.1472983,394656.62631134246,4438783.015397902,-0.047173910940209056
actual,1745086177.2565901,394656.62633391406,4438783.015242146,-0.04714167470892476
actual,1745086177.4977162,394656.62635709834,4438783.015094729,-0.04709320691559672
actual,1745086177.4978113,394656.62635709834,4438783.015094729,-0.04709320691559672
actual,1745086177.8327403,394656.6247930599,4438783.015907442,-0.04707695790026076
actual,1745086177.8327968,394656.6247930599,4438783.015907442,-0.04707695790026076
actual,1745086177.832826,394656.6247930599,4438783.015907442,-0.04707695790026076
actual,1745086177.8519955,394656.6247930599,4438783.015907442,-0.04707695790026076
actual,1745086177.9594977,394656.62457539793,4438783.015864193,-0.04707695790026076
actual,1745086178.0978718,394656.62531968544,4438783.015974779,-0.047168971658425984
actual,1745086178.1519694,394656.6252922024,4438783.015867115,-0.04715579442257346
actual,1745086178.2587352,394656.62527800375,4438783.015812273,-0.04714846403971499
actual,1745086178.3509922,394656.62527079997,4438783.015793064,-0.04714088931076136
actual,1745086178.4819224,394656.6252210953,4438783.015581275,-0.04712743282222848
actual,1745086178.5472813,394656.62618690147,4438783.015423756,-0.04718455744864613
actual,1745086178.6473694,394656.6262644358,4438783.015271258,-0.04717069953438531
actual,1745086178.747325,394656.6263344462,4438783.015101804,-0.04719068355432079
actual,1745086178.8473675,394656.62641103496,4438783.014851724,-0.04718335317146232
actual,1745086178.9473722,394656.6248057642,4438783.016469914,-0.04718309137207444
actual,1745086179.047332,394656.62472769164,4438783.016419472,-0.04718654712399359
actual,1745086179.1474102,394656.62464356644,4438783.016394811,-0.047225310886680236
actual,1745086179.2473927,394656.62452024454,4438783.016316245,-0.04721332047471905
actual,1745086179.34733,394656.6244857077,4438783.016183928,-0.04721145297241942
actual,1745086179.4472787,394656.6251489203,4438783.0166639965,-0.047111323433232564
actual,1745086179.5477417,394656.62512043334,4438783.016654207,-0.047119177414866556
actual,1745086179.6473258,394656.6250610404,4438783.016565521,-0.04708828508710612
actual,1745086179.7476249,394656.62501816096,4438783.016491002,-0.047094149393392896
actual,1745086179.8552,394656.62494236266,4438783.016367594,-0.04707137284665434
actual,1745086179.947344,394656.62451145763,4438783.016008885,-0.047166981983078525
actual,1745086180.0505946,394656.6244377725,4438783.015958959,-0.047151797618586316
actual,1745086180.1474068,394656.6242990117,4438783.015820682,-0.047124099243357156
actual,1745086180.247334,394656.6241780104,4438783.01569724,-0.04711650706111105
actual,1745086180.347344,394656.62411540025,4438783.015616067,-0.04714527008718372
actual,1745086180.447421,394656.6234643859,4438783.016059625,-0.04716059407801623
actual,1745086180.5473769,394656.6233007212,4438783.015972863,-0.04712090529082588
actual,1745086180.6473174,394656.6231557923,4438783.01586884,-0.04708667938419438
actual,1745086180.7473328,394656.6230036987,4438783.015752726,-0.047078825402560386
actual,1745086180.8473496,394656.6228867008,4438783.0156132495,-0.047079366454628624
actual,1745086180.9472363,394656.6238091007,4438783.014770097,-0.047205065067357124
actual,1745086181.0473537,394656.6237885916,4438783.014611606,-0.04720227254055404
actual,1745086181.1473398,394656.62375684746,4438783.014462386,-0.047238348496192704
actual,1745086181.2473154,394656.62371610943,4438783.014260213,-0.04725074033388183
actual,1745086181.347347,394656.62368719216,4438783.013986377,-0.04726990404906871
actual,1745086181.4473436,394656.6240722197,4438783.015417895,-0.04720227254055404
actual,1745086181.5473292,394656.6240526529,4438783.015374549,-0.04715286226943007
actual,1745086181.6473746,394656.6240613521,4438783.015361164,-0.04714914471812329
actual,1745086181.747319,394656.6240461343,4438783.015300193,-0.04710493552817027
actual,1745086181.8473084,394656.62404925126,4438783.015238308,-0.04711598346233528
actual,1745086181.947368,394656.6240107025,4438783.015132579,-0.047110119156048756
actual,1745086182.0473423,394656.62448007375,4438783.016018881,-0.04717710489274008
actual,1745086182.1473196,394656.624475313,4438783.015859765,-0.04715699869975727
actual,1745086182.2473211,394656.62444712204,4438783.015674445,-0.04717989741954341
actual,1745086182.3473587,394656.6242676926,4438783.015613829,-0.0471777681178559
actual,1745086182.4473112,394656.625287528,4438783.016534682,-0.04712769462161636
actual,1745086182.5473144,394656.6255246592,4438783.016404921,-0.04709947264761143
actual,1745086182.6473536,394656.6259918343,4438783.01628176,-0.04710559875328609
actual,1745086182.7473168,394656.626543345,4438783.016177622,-0.04705713095995805
actual,1745086182.847397,394656.62714722945,4438783.016026095,-0.04710053729845519
actual,1745086182.9473908,394656.6250495828,4438783.015930695,-0.0472082590198884
actual,1745086183.0473769,394656.6250012457,4438783.015940244,-0.04721944658039371
actual,1745086183.1473174,394656.6247615266,4438783.015931981,-0.0472348927442738
actual,1745086183.2473676,394656.6243107438,4438783.015945809,-0.04721864372893759
actual,1745086183.3473542,394656.6237155227,4438783.016044517,-0.04726911865090531
actual,1745086183.4473097,394656.62591690465,4438783.01690775,-0.04725114175960977
actual,1745086183.5473397,394656.6258787513,4438783.016869992,-0.04723609702145761
actual,1745086183.6473951,394656.6258576205,4438783.016846339,-0.04722330375804055
actual,1745086183.7474215,394656.6258427903,4438783.016905479,-0.04734235266631912
actual,1745086183.8474033,394656.62582448067,4438783.017005172,-0.047471507030966524
actual,1745086183.9474096,394656.6260688158,4438783.016871984,-0.04726871722517737
actual,1745086184.0473301,394656.62611276837,4438783.016785997,-0.04727070690052458
actual,1745086184.1473794,394656.62618228083,4438783.0166612035,-0.0472298312894429
actual,1745086184.2474096,394656.6261984075,4438783.0166083975,-0.047217718704434135
actual,1745086184.347325,394656.6261499044,4438783.016489973,-0.047185081047421897
actual,1745086184.4473412,394656.6257669511,4438783.016420507,-0.04712423886969721
actual,1745086184.5473561,394656.62589286873,4438783.016359459,-0.04710971773032082
actual,1745086184.64731,394656.62594326225,4438783.016307499,-0.04710971773032082
actual,1745086184.7473178,394656.62605075905,4438783.016284893,-0.04710027549906731
actual,1745086184.8473141,394656.6262390686,4438783.016262925,-0.04711504098453936
actual,1745086184.9473155,394656.62610233715,4438783.015514043,-0.04712010243937001
actual,1745086185.0473328,394656.6262046987,4438783.015475273,-0.04709840799676768
actual,1745086185.147367,394656.62631681067,4438783.015439205,-0.047102404800754824
actual,1745086185.247329,394656.6263281974,4438783.0154623315,-0.04715340332149807
actual,1745086185.3473566,394656.6261782972,4438783.015398372,-0.0471271710228406
actual,1745086185.4473183,394656.627063937,4438783.015588521,-0.04718242814695887
actual,1745086185.547318,394656.6270633528,4438783.015529057,-0.04715219904431425
actual,1745086185.6473134,394656.6268291854,4438783.015612543,-0.0472388895482607
actual,1745086185.7473156,394656.6260310327,4438783.015716452,-0.04715539299684528
actual,1745086185.847318,394656.6257149253,4438783.015588152,-0.047006132439214816
actual,1745086185.9473197,394656.6272561162,4438783.01461494,-0.04731292641513039
