type,x,y,yaw
start,394651.6955581444,4438788.968277681,0.02154657830806051
goal,394703.45442325436,4438788.24364173,0.0
path,394651.6955581444,4438788.968277681,0.02154657830806051
path,394652.6953260259,4438788.989822592,-0.29062627303124833
path,394653.65339062933,4438788.7032703,-0.29062627303124833
path,394654.6114552328,4438788.416718009,-0.29062627303124833
path,394655.5695198362,4438788.130165718,0.021546578308060504
path,394656.5692877177,4438788.1517106285,0.16745624757722408
path,394657.55529965344,4438788.31838535,0.16745624757722408
path,394658.5413115892,4438788.485060071,-0.14471660376208476
path,394659.53085840394,4438788.340848069,0.16745624757722408
path,394660.5168703397,4438788.50752279,-0.14471660376208476
path,394661.50641715445,4438788.363310788,0.0011930655070788165
path,394662.50641644275,4438788.364503853,0.0011930655070788165
path,394663.50641573104,4438788.365696918,0.0011930655070788165
path,394664.50641501934,4438788.366889983,0.0011930655070788165
path,394665.50641430763,4438788.368083049,0.0011930655070788165
path,394666.5064135959,4438788.369276114,0.0011930655070788165
path,394667.5064128842,4438788.370469179,0.0011930655070788165
path,394668.5064121725,4438788.371662244,0.0011930655070788165
path,394669.5064114608,4438788.372855309,0.0011930655070788165
path,394670.5064107491,4438788.374048375,0.0011930655070788165
path,394671.5064100374,4438788.37524144,0.0011930655070788165
path,394672.5064093257,4438788.376434505,0.0011930655070788165
path,394673.506408614,4438788.37762757,0.0011930655070788165
path,394674.5064079023,4438788.378820635,0.0011930655070788165
path,394675.5064071906,4438788.380013701,0.0011930655070788165
path,394676.5064064789,4438788.381206766,0.0011930655070788165
path,394677.50640576717,4438788.382399831,0.0011930655070788165
path,394678.50640505546,4438788.383592896,0.0011930655070788165
path,394679.50640434376,4438788.384785961,0.0011930655070788165
path,394680.50640363205,4438788.385979027,0.0011930655070788165
path,394681.50640292035,4438788.387172092,0.0011930655070788165
path,394682.50640220864,4438788.388365157,0.0011930655070788165
path,394683.50640149694,4438788.389558222,0.0011930655070788165
path,394684.50640078523,4438788.390751287,0.0011930655070788165
path,394685.50640007353,4438788.391944353,0.0011930655070788165
path,394686.5063993618,4438788.393137418,0.0011930655070788165
path,394687.5063986501,4438788.394330483,0.0011930655070788165
path,394688.5063979384,4438788.395523548,0.0011930655070788165
path,394689.5063972267,4438788.396716613,0.0011930655070788165
path,394690.506396515,4438788.3979096785,0.0011930655070788165
path,394691.5063958033,4438788.399102744,0.0011930655070788165
path,394692.5063950916,4438788.400295809,0.0011930655070788165
path,394693.5063943799,4438788.401488874,0.0011930655070788165
path,394694.5063936682,4438788.402681939,0.0011930655070788165
path,394695.5063929565,4438788.4038750045,0.0011930655070788165
path,394696.5063922448,4438788.40506807,0.0011930655070788165
path,394697.50639153307,4438788.406261135,0.0011930655070788165
path,394698.50639082136,4438788.4074542,0.0011930655070788165
path,394699.50639010966,4438788.408647265,0.0011930655070788165
path,394700.50638939795,4438788.4098403305,0.0011930655070788165
path,394701.50638868625,4438788.411033396,0.0011930655070788165
path,394701.50638868625,4438788.411033396,0.0011930655070788165
path,394702.1557335423,4438788.355236174,0.000795377004719211
path,394702.8050783983,4438788.2994389525,0.0003976885023596055
path,394703.45442325436,4438788.24364173,0.0
