type,timestamp,x,y,yaw
actual,1745087607.59117,394656.3730015522,4438783.008321468,-0.0008310385233369831
actual,1745087607.6918411,394656.37341811496,4438783.008199147,-0.0008034797744481245
actual,1745087607.7965553,394656.3721119228,4438783.008774632,-0.0008408996336109048
actual,1745087607.9936655,394656.3721119228,4438783.008774632,-0.0008510050899799849
actual,1745087607.9937105,394656.3721119228,4438783.008774632,-0.0008510050899799849
actual,1745087608.122606,394656.3721119228,4438783.008774632,-0.0008510050899799849
actual,1745087608.254864,394656.37227979273,4438783.0087254355,-0.0007942818892900224
actual,1745087608.3724656,394656.3726717557,4438783.008695487,-0.0007948229413582626
actual,1745087608.5783958,394656.3709558997,4438783.01012764,-0.0007855028831525813
actual,1745087608.5784564,394656.3709558997,4438783.01012764,-0.0007855028831525813
actual,1745087608.6347678,394656.37101539655,4438783.010179063,-0.0007868293333839724
actual,1745087608.754726,394656.3712718983,4438783.010237172,-0.0007864279076560351
actual,1745087608.8210826,394656.3712718983,4438783.010237172,-0.000894551054817176
actual,1745087608.8911629,394656.3716057247,4438783.012025669,-0.0008800473687330135
actual,1745087608.9911618,394656.37183150486,4438783.01207477,-0.0008897688526666322
actual,1745087609.0911899,394656.3721007605,4438783.012093572,-0.0008986874851443762
actual,1745087609.191176,394656.3716872437,4438783.011998599,-0.0008606044008657763
actual,1745087609.2912128,394656.3718421285,4438783.012044064,-0.0009002757347636495
actual,1745087609.3911748,394656.3719958807,4438783.012010182,-0.0008737816367185477
actual,1745087609.4911733,394656.37209816725,4438783.01190816,-0.0008430289352984185
actual,1745087609.5911455,394656.372329569,4438783.011858755,-0.0008239873931591185
actual,1745087609.691157,394656.372264733,4438783.011610254,-0.0008986874851443762
actual,1745087609.7911527,394656.37235994166,4438783.01150589,-0.0008877617240269456
actual,1745087609.8987076,394656.3725099137,4438783.011389261,-0.0008874999246390634
actual,1745087609.9911761,394656.3726248492,4438783.011290027,-0.0009065414667783633
actual,1745087610.091696,394656.3727422924,4438783.0110752145,-0.0009012182125598271
actual,1745087610.1994917,394656.37291170424,4438783.01083452,-0.0008948303074975342
actual,1745087610.2917824,394656.3720695083,4438783.011911365,-0.0008934864039734191
actual,1745087610.4085903,394656.37210156047,4438783.01181783,-0.0008884249491427652
actual,1745087610.4911556,394656.3722006683,4438783.0116690025,-0.0008816356183525348
actual,1745087610.591172,394656.37231318257,4438783.011495426,-0.000846222887829441
actual,1745087610.6911612,394656.3724399635,4438783.011280163,-0.0008151909337289537
actual,1745087610.7911537,394656.37216219475,4438783.011552835,-0.0008490154146325262
actual,1745087610.89111,394656.3721904759,4438783.011465202,-0.0008522093671637967
actual,1745087610.9911501,394656.37220197683,4438783.011344448,-0.000849940439136228
actual,1745087611.091184,394656.3722530934,4438783.011183681,-0.0008402189552026094
actual,1745087611.1911492,394656.3710358479,4438783.01228399,-0.0008454200363735664
actual,1745087611.291147,394656.3709894244,4438783.012304873,-0.0008968199828447447
actual,1745087611.391191,394656.3710032784,4438783.012307576,-0.0009121265203847818
actual,1745087611.4911547,394656.3710361264,4438783.012226429,-0.0008888263748707025
actual,1745087611.591151,394656.3710936972,4438783.012128907,-0.0008562061711509418
actual,1745087611.6911871,394656.3711523055,4438783.012065618,-0.0008804487944609508
actual,1745087611.7911475,394656.3710995941,4438783.012295313,-0.0009125279461127191
actual,1745087611.891195,394656.3711771046,4438783.01218521,-0.0009486213550438604
actual,1745087611.9911468,394656.3712672919,4438783.01200487,-0.0009142558220722954
actual,1745087612.091094,394656.37136684847,4438783.01176146,-0.0009379573933143121
actual,1745087612.1911526,394656.3711222186,4438783.013162702,-0.0008620704774374705
actual,1745087612.2911427,394656.37104045093,4438783.013207871,-0.0008704480578472221
actual,1745087612.3911786,394656.37096811895,4438783.013180468,-0.0008930849782454818
actual,1745087612.491095,394656.37106850673,4438783.013038899,-0.0008791048909370839
actual,1745087612.591157,394656.3714757495,4438783.012957731,-0.0009038711130228573
actual,1745087612.6911597,394656.3720444217,4438783.012809,-0.0008599411757502048
actual,1745087612.791156,394656.37116546603,4438783.013642007,-0.0008423657101825989
actual,1745087612.8911495,394656.3714968115,4438783.013486532,-0.0007838971802408321
actual,1745087612.9911513,394656.3716564205,4438783.013356016,-0.000764454212373595
actual,1745087613.0912085,394656.3715119241,4438783.013253849,-0.0007680495906325547
actual,1745087613.1911466,394656.3740028854,4438783.011692977,-0.0009040107393629124
actual,1745087613.2911677,394656.3741363316,4438783.011411779,-0.000936630943082673
actual,1745087613.391145,394656.3744362033,4438783.0110942125,-0.0009297019859523876
actual,1745087613.491147,394656.3746430387,4438783.010819386,-0.0009350426934633996
actual,1745087613.591197,394656.3747428863,4438783.0103955595,-0.0008949524805451133
actual,1745087613.6912086,394656.37348110636,4438783.012455153,-0.0008661894544721948
actual,1745087613.791151,394656.37353713217,4438783.012486521,-0.000833429624412379
