type,timestamp,x,y,yaw,target_waypoint_idx
actual,1746053050.6033587,394643.42435439746,4438782.12464364,-0.042849595919005286,0
actual,1746053050.603407,394643.42435439746,4438782.12464364,-0.042849595919005286,0
actual,1746053050.6034436,394643.42435439746,4438782.12464364,-0.042849595919005286,0
actual,1746053050.9299314,394643.42435439746,4438782.12464364,-0.042867712436640885,0
actual,1746053050.9301302,394643.42435439746,4438782.12464364,-0.042867712436640885,0
actual,1746053050.9301834,394643.42435439746,4438782.12464364,-0.042867712436640885,0
actual,1746053051.990602,394643.4254998999,4438782.124120928,-0.04293269104469277,0
actual,1746053051.990657,394643.4254998999,4438782.124120928,-0.04293269104469277,0
actual,1746053052.1615593,394643.4273168836,4438782.125905442,-0.04292642531267806,0
actual,1746053052.4843955,394643.4274253941,4438782.125847669,-0.042899006190129256,0
actual,1746053052.484482,394643.4274253941,4438782.125847669,-0.042899006190129256,0
actual,1746053052.4845157,394643.4274253941,4438782.125847669,-0.042899006190129256,0
actual,1746053053.591913,394643.42742877617,4438782.125828603,-0.042989274619042436,0
actual,1746053053.5919588,394643.42742877617,4438782.125828603,-0.042989274619042436,0
actual,1746053053.7310429,394643.42407001136,4438782.126008936,-0.043002992906963196,0
actual,1746053055.0217195,394643.4235998129,4438782.125697693,-0.04294028322693888,0
actual,1746053055.0218456,394643.4235998129,4438782.125697693,-0.04294028322693888,0
actual,1746053055.2715106,394643.4235998129,4438782.125697693,-0.04291457452705717,0
actual,1746053055.2715633,394643.4235998129,4438782.125697693,-0.04291457452705717,0
actual,1746053055.3538454,394643.4235998129,4438782.125697693,-0.04291457452705717,0
actual,1746053058.687014,394643.4266973861,4438782.126549796,-0.042923091733806734,0
actual,1746053058.6870694,394643.4266973861,4438782.126549796,-0.042923091733806734,0
actual,1746053060.1752043,394643.42703766027,4438782.126798363,-0.04292642531267806,0
actual,1746053060.1752594,394643.42703766027,4438782.126798363,-0.04292642531267806,0
actual,1746053061.5682626,394643.42703766027,4438782.126798363,-0.04290698234481082,0
actual,1746053061.568314,394643.42703766027,4438782.126798363,-0.04290698234481082,0
actual,1746053061.783004,394643.42700191727,4438782.125624453,-0.04289247865872691,0
actual,1746053061.783059,394643.42700191727,4438782.125624453,-0.04289247865872691,0
actual,1746053061.9019425,394643.42700191727,4438782.125624453,-0.04289247865872691,0
actual,1746053062.3858485,394643.42628132505,4438782.124374374,-0.042904451617395374,0
actual,1746053062.3859262,394643.42628132505,4438782.124374374,-0.042904451617395374,0
actual,1746053062.8860993,394643.42473774764,4438782.126623625,-0.04290551626823913,0
actual,1746053062.8861527,394643.42473774764,4438782.126623625,-0.04290551626823913,0
actual,1746053063.9429574,394643.4269779742,4438782.125236085,-0.04290551626823913,0
actual,1746053063.943039,394643.4269779742,4438782.125236085,-0.04290551626823913,0
actual,1746053064.9393098,394643.4269779742,4438782.125236085,-0.04290551626823913,0
actual,1746053064.9393976,394643.4269779742,4438782.125236085,-0.04290551626823913,0
actual,1746053068.0518801,394643.4275235093,4438782.125997081,-0.042847466617317774,0
actual,1746053068.051926,394643.4275235093,4438782.125997081,-0.042847466617317774,0
actual,1746053068.221213,394643.4275235093,4438782.125997081,-0.042847466617317774,0
actual,1746053068.6292558,394643.42822025967,4438782.125745374,-0.042860783479510604,0
actual,1746053068.6293187,394643.42822025967,4438782.125745374,-0.042860783479510604,0
actual,1746053069.1438367,394643.42822025967,4438782.125745374,-0.042907261597491184,0
actual,1746053069.14389,394643.42822025967,4438782.125745374,-0.042907261597491184,0
actual,1746053069.6977105,394643.428091896,4438782.125548239,-0.04292509886244667,0
actual,1746053069.6977615,394643.428091896,4438782.125548239,-0.04292509886244667,0
actual,1746053070.0561895,394643.4284346891,4438782.125584618,-0.042862249556082296,0
actual,1746053070.0562434,394643.4284346891,4438782.125584618,-0.042862249556082296,0
actual,1746053070.0562735,394643.4284346891,4438782.125584618,-0.042862249556082296,0
actual,1746053070.7613082,394643.42869955825,4438782.125794543,-0.042897540113557564,0
actual,1746053070.7613657,394643.42869955825,4438782.125794543,-0.042897540113557564,0
actual,1746053073.3907552,394643.4301040577,4438782.125816887,-0.042897540113557564,0
actual,1746053073.3908145,394643.4301040577,4438782.125816887,-0.042897540113557564,0
actual,1746053073.5032277,394643.428781833,4438782.125358201,-0.042881552897609226,0
actual,1746053073.5909371,394643.4281963076,4438782.1246363195,-0.042841200885303306,0
actual,1746053073.6909456,394643.4279411504,4438782.124407751,-0.0428250914963074,0
actual,1746053073.7908947,394643.4276935831,4438782.123901549,-0.04275145605516565,0
actual,1746053073.8908954,394643.42844543926,4438782.125790747,-0.04281125103533905,0
actual,1746053073.9910424,394643.4285419355,4438782.126265134,-0.04290392801861986,0
actual,1746053074.091038,394643.42867661617,4438782.126295547,-0.04282097251927267,0
actual,1746053074.1910505,394643.42879066296,4438782.12618841,-0.042899669415245076,0
actual,1746053074.2909942,394643.42887095513,4438782.126312645,-0.0428581131257551,0
actual,1746053074.3909461,394643.4285952248,4438782.126462495,-0.04295613081654716,0
actual,1746053074.4909995,394643.4284180339,4438782.126286472,-0.04288647472609983,0
actual,1746053074.5934775,394643.42826390476,4438782.126223894,-0.04290965269856633,0
actual,1746053074.69108,394643.4280118069,4438782.12604297,-0.042882879347840866,0
actual,1746053074.7931216,394643.42775702477,4438782.125764024,-0.04285226627276079,0
actual,1746053074.8980784,394643.429407488,4438782.125888997,-0.04293056174300526,0
actual,1746053075.0092363,394643.42940796644,4438782.125919919,-0.0428972608608772,0
actual,1746053075.0928645,394643.42946183775,4438782.12579177,-0.042900995865476466,0
