type,x,y,yaw
start,394656.07594120747,4438790.442579848,-0.12902988776532828
goal,394671.8368678037,4438789.348873171,0.0
path,394656.07594120747,4438790.442579848,-0.12902988776532828
path,394657.06762839423,4438790.313907692,0.18314296357398055
path,394658.05090454523,4438790.496028561,0.18314296357398055
path,394659.03418069624,4438790.67814943,-0.12902988776532828
path,394660.025867883,4438790.5494772745,0.18314296357398055
path,394661.009144034,4438790.7315981435,0.18314296357398055
path,394661.992420185,4438790.913719012,-0.12902988776532828
path,394662.98410737177,4438790.785046857,-0.27493955703449185
path,394663.9465489807,4438790.5135580925,-0.12902988776532828
path,394664.9382361675,4438790.384885937,-0.27493955703449185
path,394665.90067777643,4438790.113397173,-0.27493955703449185
path,394666.8631193854,4438789.841908408,-0.12902988776532828
path,394667.85480657214,4438789.713236253,0.18314296357398055
path,394668.83808272314,4438789.895357122,0.18314296357398055
path,394669.82135887415,4438790.077477991,0.49531581491328935
path,394670.701177518,4438790.552787526,0.8074886662525982
path,394670.701177518,4438790.552787526,0.8074886662525982
path,394671.0797409466,4438790.15148274,0.5383257775017322
path,394671.4583043751,4438789.750177956,0.26916288875086614
path,394671.8368678037,4438789.348873171,0.0
