type,timestamp,x,y,yaw
actual,1745086535.3038414,394656.6225438136,4438782.94943799,0.02960649134047779
actual,1745086535.4044335,394656.62253674725,4438782.9494955875,0.029682133910259225
actual,1745086535.515606,394656.62253674725,4438782.9494955875,0.02968106925941547
actual,1745086535.8565521,394656.6224684232,4438782.949760505,0.029669881698910404
actual,1745086535.8566062,394656.6224684232,4438782.949760505,0.029669881698910404
actual,1745086535.8566358,394656.6224684232,4438782.949760505,0.029669881698910404
actual,1745086535.937777,394656.62124728074,4438782.950776058,0.029413283392281955
actual,1745086536.076935,394656.62121688,4438782.9507887345,0.029413545191669836
actual,1745086536.1723516,394656.62102033733,4438782.950821565,0.029448172524029533
actual,1745086536.2035995,394656.62057474663,4438782.950849557,0.029448172524029533
actual,1745086536.3438134,394656.62063446373,4438782.950901533,0.029476795923762147
actual,1745086536.407343,394656.62063446373,4438782.950901533,0.029456166132003574
actual,1745086536.5388734,394656.61962006,4438782.9512921395,0.029443512494926567
actual,1745086536.6182282,394656.61961655965,4438782.951294491,0.029414749468853647
actual,1745086536.8266797,394656.61961655965,4438782.951294491,0.029464281913025442
actual,1745086536.8267245,394656.61961655965,4438782.951294491,0.029464281913025442
actual,1745086536.9428828,394656.61961655965,4438782.951294491,0.029476534124374267
actual,1745086537.0254045,394656.6222909681,4438782.951630979,0.029393177199299146
actual,1745086537.1027925,394656.6218141441,4438782.951570105,0.029407296912947845
actual,1745086537.202826,394656.62108509813,4438782.95154719,0.02944510074454584
actual,1745086537.3029122,394656.6206656308,4438782.9517224,0.029399303304973555
actual,1745086537.4028413,394656.62022623455,4438782.951705226,0.029427263479590602
actual,1745086537.5032368,394656.6224636206,4438782.951971551,0.029729537052743508
actual,1745086537.6028774,394656.6224244745,4438782.952061677,0.029591987654393876
actual,1745086537.7028377,394656.6224277292,4438782.951932796,0.02962366538031746
actual,1745086537.8028169,394656.62248684687,4438782.951978635,0.029628604662100533
actual,1745086537.9034288,394656.6224422356,4438782.952076006,0.029579857616092387
actual,1745086538.0029016,394656.6244208125,4438782.952233927,0.02942047414880037
actual,1745086538.1028376,394656.6243131524,4438782.952207216,0.029350294459577524
actual,1745086538.2028687,394656.6241258115,4438782.952117995,0.029380261762834255
actual,1745086538.3111873,394656.6240056518,4438782.951973616,0.029344046180855538
actual,1745086538.4041703,394656.62385659025,4438782.951833307,0.029415273067629415
actual,1745086538.5073533,394656.62435942894,4438782.953465022,0.029413545191669836
actual,1745086538.603178,394656.6241599163,4438782.953606778,0.029418868445888372
actual,1745086538.702851,394656.6238997554,4438782.953855112,0.02937853388687493
actual,1745086538.8028357,394656.6236261664,4438782.954028552,0.02939944293131386
actual,1745086538.9028134,394656.62339362816,4438782.954145138,0.02941008943975093
actual,1745086539.0028157,394656.6243645778,4438782.952941777,0.029397837228401863
actual,1745086539.1028411,394656.62428913114,4438782.953010232,0.0294031604826204
actual,1745086539.2028103,394656.6241129272,4438782.953088086,0.02936162164642314
actual,1745086539.3028352,394656.6238053486,4438782.95318868,0.029379057485650444
actual,1745086539.4028685,394656.6235625119,4438782.953315494,0.029402636883844882
