type,x,y,yaw
start,394656.3759717737,4438783.077350807,-0.07250017427638851
goal,394683.69021445396,4438794.37986738,0.0
path,394656.3759717737,4438783.077350807,-0.07250017427638851
path,394657.37334478705,4438783.00491413,-0.07250017427638851
path,394658.3707178004,4438782.932477453,0.23967267706292034
path,394659.3421335287,4438783.169862125,0.23967267706292034
path,394660.31354925706,4438783.407246797,0.5518455284022292
path,394661.1651076937,4438783.931506493,0.4059358591330656
path,394662.08384094236,4438784.326385231,0.4059358591330656
path,394663.002574191,4438784.721263968,0.7181087104723745
path,394663.75562566216,4438785.37922558,0.4059358591330656
path,394664.6743589108,4438785.774104318,0.260026189863902
path,394665.6407421557,4438786.031210179,0.4059358591330656
path,394666.5594754044,4438786.426088917,0.260026189863902
path,394667.5258586493,4438786.683194779,-0.05214666147540681
path,394668.5244993202,4438786.631071747,-0.05214666147540681
path,394669.5231399911,4438786.578948716,-0.05214666147540681
path,394670.521780662,4438786.526825684,-0.05214666147540681
path,394671.5204213329,4438786.474702653,0.260026189863902
path,394672.4868045778,4438786.731808514,0.4059358591330656
path,394673.4055378265,4438787.126687252,0.7181087104723745
path,394674.1585892976,4438787.784648864,0.4059358591330656
path,394675.0773225463,4438788.179527601,0.260026189863902
path,394676.0437057912,4438788.436633463,0.4059358591330656
path,394676.96243903984,4438788.831512201,0.4059358591330656
path,394677.8811722885,4438789.226390938,0.7181087104723745
path,394678.63422375964,4438789.88435255,0.7181087104723745
path,394679.3872752308,4438790.542314162,0.4059358591330656
path,394680.30600847944,4438790.937192899,0.7181087104723745
path,394681.0590599506,4438791.595154511,1.0302815618116834
path,394681.5736373925,4438792.452598419,1.0302815618116834
path,394682.0882148344,4438793.310042327,0.7181087104723746
path,394682.0882148344,4438793.310042327,0.7181087104723746
path,394682.6222147076,4438793.666650678,0.4787391403149164
path,394683.15621458075,4438794.023259029,0.2393695701574582
path,394683.69021445396,4438794.37986738,0.0
