type,x,y,yaw
start,394656.0803052097,4438783.873903329,-0.03611259009972205
goal,394683.69021445396,4438794.37986738,0.0
path,394656.0803052097,4438783.873903329,-0.03611259009972205
path,394657.07965322095,4438783.837798587,0.27606026123958677
path,394658.041789967,4438784.110365793,0.4219699305087503
path,394658.9540738764,4438784.519924176,0.7341427818480591
path,394659.69647919666,4438785.189875174,0.7341427818480591
path,394660.43888451695,4438785.859826173,0.4219699305087503
path,394661.35116842634,4438786.2693845555,0.2760602612395867
path,394662.31330517237,4438786.541951762,0.2760602612395867
path,394663.2754419184,4438786.814518968,0.4219699305087503
path,394664.1877258278,4438787.22407735,0.4219699305087503
path,394665.1000097372,4438787.633635733,0.7341427818480591
path,394665.8424150575,4438788.303586732,0.4219699305087503
path,394666.75469896686,4438788.7131451145,0.10979707916944148
path,394667.74867732066,4438788.822721719,0.4219699305087503
path,394668.66096123005,4438789.232280102,0.10979707916944148
path,394669.65493958385,4438789.341856706,0.2557067484386051
path,394670.62242436386,4438789.594785946,0.4016164177077687
path,394671.54285469215,4438789.985692599,0.2557067484386051
path,394672.51033947215,4438790.238621839,-0.05646610290070375
path,394673.5087456853,4438790.182185738,-0.05646610290070375
path,394674.5071518984,4438790.125749637,0.2557067484386051
path,394675.4746366784,4438790.378678878,0.4016164177077687
path,394676.3950670067,4438790.76958553,0.4016164177077687
path,394677.315497335,4438791.160492183,0.7137892690470775
path,394678.07138379884,4438791.815194905,0.4016164177077687
path,394678.99181412713,4438792.206101557,0.2557067484386051
path,394679.95929890714,4438792.459030798,0.2557067484386051
path,394680.92678368714,4438792.711960038,0.4016164177077687
path,394681.84721401543,4438793.102866691,0.08944356636845985
path,394682.8432166057,4438793.192191044,0.4016164177077687
path,394682.8432166057,4438793.192191044,0.4016164177077687
path,394683.26671552984,4438793.786029212,0.20080820885388434
path,394683.69021445396,4438794.37986738,0.0
