type,x,y,yaw
start,394656.4868701272,4438783.057887869,0.0007145203424738627
goal,394683.69021445396,4438794.37986738,0.0
path,394656.4868701272,4438783.057887869,0.0007145203424738627
path,394657.48686987197,4438783.058602389,0.14662418961163742
path,394658.4761397897,4438783.204701773,0.45879704095094626
path,394659.37272569013,4438783.647571645,0.45879704095094626
path,394660.2693115906,4438784.090441517,0.14662418961163742
path,394661.2585815083,4438784.236540901,0.45879704095094626
path,394662.15516740875,4438784.679410772,0.14662418961163742
path,394663.14443732647,4438784.825510156,0.45879704095094626
path,394664.0410232269,4438785.268380028,0.770969892290255
path,394664.7582583828,4438785.965211235,0.4587970409509462
path,394665.65484428324,4438786.408081107,0.4587970409509462
path,394666.5514301837,4438786.850950979,0.14662418961163737
path,394667.5407001014,4438786.997050363,0.4587970409509462
path,394668.43728600186,4438787.4399202345,0.770969892290255
path,394669.15452115773,4438788.136751441,0.4587970409509462
path,394670.0511070582,4438788.579621313,0.14662418961163737
path,394671.0403769759,4438788.725720697,0.4587970409509462
path,394671.93696287635,4438789.168590569,0.770969892290255
path,394672.6541980322,4438789.865421776,0.9168795615594186
path,394673.26249786123,4438790.659129101,0.6047067102201098
path,394674.0851667356,4438791.227649922,0.29253385888080097
path,394675.0426829731,4438791.516029281,0.1466241896116374
path,394676.0319528908,4438791.662128665,0.1466241896116374
path,394677.0212228085,4438791.8082280485,-0.16554866172767144
path,394678.00755089644,4438791.643434532,0.1466241896116374
path,394678.99682081415,4438791.789533916,0.4587970409509462
path,394679.8934067146,4438792.232403788,0.770969892290255
path,394680.6106418705,4438792.929234995,0.9168795615594186
path,394681.2189416995,4438793.72294232,0.9168795615594186
path,394681.8272415285,4438794.516649645,0.770969892290255
path,394681.8272415285,4438794.516649645,0.770969892290255
path,394682.44823250367,4438794.471055556,0.5139799281935034
path,394683.0692234788,4438794.425461468,0.2569899640967517
path,394683.69021445396,4438794.37986738,0.0
