type,x,y,yaw
start,394650.8670041621,4438783.2483408,-0.03337327838542457
goal,394670.9832982911,4438783.143728894,0.0
path,394650.8670041621,4438783.2483408,-0.03337327838542457
path,394651.8664473259,4438783.214973717,0.27879957295388424
path,394652.82783381647,4438783.490175489,0.13288990368472067
path,394653.81901693996,4438783.622674605,-0.17928294765458816
path,394654.80298875336,4438783.444350545,-0.03337327838542459
path,394655.80243191717,4438783.410983462,-0.03337327838542459
path,394656.801875081,4438783.3776163785,0.27879957295388424
path,394657.7632615715,4438783.652818151,0.13288990368472067
path,394658.754444695,4438783.785317266,0.13288990368472067
path,394659.7456278185,4438783.917816382,-0.17928294765458816
path,394660.7295996319,4438783.739492322,0.13288990368472067
path,394661.7207827554,4438783.871991438,-0.17928294765458816
path,394662.7047545688,4438783.693667378,-0.32519261692375173
path,394663.6523437734,4438783.3741760645,-0.0130197655844429
path,394664.65225901746,4438783.361156667,0.13288990368472067
path,394665.64344214095,4438783.493655782,0.4450627550240295
path,394666.54602579115,4438783.924170305,0.13288990368472064
path,394667.53720891464,4438784.056669421,0.13288990368472064
path,394668.52839203813,4438784.189168536,0.13288990368472064
path,394669.5195751616,4438784.321667652,0.4450627550240295
path,394669.5195751616,4438784.321667652,0.4450627550240295
path,394670.0074828715,4438783.9290213995,0.296708503349353
path,394670.49539058126,4438783.536375146,0.14835425167467653
path,394670.9832982911,4438783.143728894,0.0
