type,timestamp,x,y,yaw
actual,1745087453.9894185,394656.5026265463,4438782.998686699,0.018441323409497393
actual,1745087454.060757,394656.5026265463,4438782.998686699,0.01840018599902783
actual,1745087454.1686487,394656.502666862,4438782.998271852,0.01835517395761894
actual,1745087454.452376,394656.50266575534,4438782.998242093,0.01835517395761894
actual,1745087454.4524245,394656.50266575534,4438782.998242093,0.01835517395761894
actual,1745087454.452456,394656.50266575534,4438782.998242093,0.01835517395761894
actual,1745087454.544835,394656.50266575534,4438782.998242093,0.017725197364111534
actual,1745087454.8627229,394656.5039040083,4438782.998764226,0.017653953024045183
actual,1745087454.862769,394656.5039040083,4438782.998764226,0.017653953024045183
actual,1745087454.8627977,394656.5039040083,4438782.998764226,0.017653953024045183
actual,1745087454.9337895,394656.50396985526,4438782.998476862,0.017614805288922824
actual,1745087455.03312,394656.5040342342,4438782.997933285,0.017596304798851766
actual,1745087455.1331077,394656.50412153755,4438782.997605244,0.01757806610816834
actual,1745087455.2330608,394656.50265951914,4438782.999461085,0.018563164844579053
actual,1745087455.3331566,394656.50259326916,4438782.9994594315,0.01854771868069896
actual,1745087455.433113,394656.5025275685,4438782.999426578,0.01850843131923655
actual,1745087455.5331995,394656.50242438214,4438782.999309085,0.01852375531006906
actual,1745087455.633102,394656.50226011826,4438782.999176535,0.018519357080353977
actual,1745087455.733122,394656.50287417823,4438782.9982321495,0.01879752765653693
actual,1745087455.833142,394656.50287049584,4438782.998071639,0.018763039950517292
actual,1745087455.93312,394656.50280175265,4438782.997852032,0.01875956674530591
actual,1745087456.0335138,394656.5027245234,4438782.997604545,0.018755185968883304
actual,1745087456.1331728,394656.50265597075,4438782.997362426,0.01871883076056428
actual,1745087456.27488,394656.50445404503,4438782.999068703,0.01877115573153916
actual,1745087456.333853,394656.5045272353,4438782.999103934,0.018746651308841268
actual,1745087456.4361682,394656.50461223227,4438782.999133567,0.018755046342543248
actual,1745087456.534609,394656.5046630922,4438782.999145158,0.018737732676363524
actual,1745087456.6358824,394656.50466155517,4438782.999158357,0.01869619384016602
actual,1745087456.7330837,394656.50439445383,4438782.998446282,0.018806446289014428
actual,1745087456.8330903,394656.5044030965,4438782.998344579,0.01879379265193742
actual,1745087456.9332013,394656.50429110427,4438782.998235209,0.018810704892389455
actual,1745087457.0331392,394656.50421505223,4438782.998120948,0.01882309673007858
actual,1745087457.1331172,394656.5041004566,4438782.997936854,0.018809099189477457
actual,1745087457.2330868,394656.50405011105,4438782.997333038,0.018793129426821847
actual,1745087457.3331156,394656.5040485554,4438782.997205524,0.018751189164896407
actual,1745087457.4331121,394656.50402002,4438782.997032111,0.018725881890742393
actual,1745087457.5331173,394656.5040075133,4438782.996797969,0.018686472356232404
actual,1745087457.633242,394656.50396793615,4438782.996532256,0.01865877398100324
actual,1745087457.7331114,394656.50482118316,4438782.997165894,0.01877848611439763
actual,1745087457.8330882,394656.5047894586,4438782.997119201,0.018784612220072043
actual,1745087457.9331322,394656.5047815061,4438782.997026265,0.018767560353279953
actual,1745087458.0331535,394656.5047606505,4438782.9969398165,0.018755849193999124
actual,1745087458.1330252,394656.50469794264,4438782.996869793,0.01875996817103385
actual,1745087458.2331157,394656.5050773229,4438782.998196753,0.018831072884760144
actual,1745087458.3330996,394656.5051084394,4438782.998185161,0.018820566002663127
actual,1745087458.4330862,394656.50514335907,4438782.998199257,0.01879019727367846
actual,1745087458.5331156,394656.50515795307,4438782.998162778,0.018764104601361048
actual,1745087458.6330936,394656.5051231166,4438782.998108059,0.018747715959684778
actual,1745087458.733108,394656.50428662135,4438782.999011511,0.018819361725479315
actual,1745087458.8330896,394656.50415961107,4438782.99905746,0.018817756022567318
actual,1745087458.9330797,394656.503994668,4438782.99907201,0.018805381638170672
actual,1745087459.0331748,394656.5038552349,4438782.999122701,0.01877115573153916
actual,1745087459.1331265,394656.50371133257,4438782.999218517,0.018732933020920505
actual,1745087459.2332346,394656.5048259427,4438782.998646973,0.01883320218644766
actual,1745087459.3332195,394656.5047575285,4438782.998497506,0.0188080345386337
actual,1745087459.4331906,394656.50475544133,4438782.998445027,0.018800320183340016
actual,1745087459.533155,394656.5047099171,4438782.998319277,0.018778747913785265
actual,1745087459.633082,394656.5046118858,4438782.998150192,0.01876569285098032
actual,1745087459.7331126,394656.5037814216,4438782.998496604,0.018793391226209485
actual,1745087459.8331082,394656.5036701335,4438782.9985142825,0.018755971367046702
actual,1745087459.9330997,394656.50345489965,4438782.9984685695,0.01871589860742114
actual,1745087460.033146,394656.5033993103,4438782.998444264,0.01866849546493686
actual,1745087460.133118,394656.5033592576,4438782.998330766,0.018641198515435633
actual,1745087460.2331417,394656.5033440712,4438782.997702929,0.018836535765318983
actual,1745087460.3331192,394656.50322488823,4438782.997625495,0.018813375246144962
actual,1745087460.433137,394656.5029891497,4438782.997462839,0.018801384834183775
actual,1745087460.5331419,394656.5027283088,4438782.997394794,0.018744923432881692
actual,1745087460.6331081,394656.50248124363,4438782.997252614,0.018746790935181324
actual,1745087460.7331722,394656.50355978886,4438782.997646434,0.018784210794344103
actual,1745087460.833175,394656.503500236,4438782.9975389,0.0188137766718729
actual,1745087460.9330506,394656.50336571486,4438782.997514496,0.018771295357879216
actual,1745087461.0330906,394656.50320079987,4438782.997522707,0.018774227511022604
actual,1745087461.133097,394656.5030871369,4438782.997369049,0.018818436700975615
actual,1745087461.2330868,394656.5044739401,4438782.998266409,0.018802990537095523
actual,1745087461.3330839,394656.5044871168,4438782.99829212,0.018781278641200716
actual,1745087461.4330828,394656.50449331966,4438782.998278946,0.01873427692444462
actual,1745087461.533101,394656.5045397233,4438782.998187847,0.018766495702436443
actual,1745087461.6331315,394656.50456987356,4438782.998140825,0.018736406226131885
actual,1745087461.733221,394656.5033661125,4438782.997814055,0.018788067971990948
actual,1745087461.8331296,394656.5031976691,4438782.997680885,0.018795660154237052
actual,1745087461.9331024,394656.50302263023,4438782.997591423,0.018756652045455
actual,1745087462.0331342,394656.50275398686,4438782.9974942645,0.018738273728431516
actual,1745087462.1331096,394656.50244652195,4438782.997387537,0.018719232186292466
actual,1745087462.2331069,394656.5034434221,4438782.997510694,0.01882828035795706
actual,1745087462.333086,394656.5034317773,4438782.997495153,0.018814701696376352
actual,1745087462.4331026,394656.50340969855,4438782.9974862635,0.018770632132763643
actual,1745087462.5331922,394656.50333942164,4438782.997456795,0.018734800523220137
actual,1745087462.6331785,394656.5032259984,4438782.997447582,0.018687275207688276
actual,1745087462.733089,394656.5029210079,4438782.996680537,0.018728412618157844
actual,1745087462.833119,394656.50292304484,4438782.996433322,0.018774087884682548
actual,1745087462.9331148,394656.5028387827,4438782.996337663,0.018718027909108405
actual,1745087463.0330882,394656.50271579146,4438782.9961838955,0.018727889019382327
actual,1745087463.1331196,394656.50271331583,4438782.996027173,0.018636939912060856
actual,1745087463.233123,394656.5030814076,4438782.99663293,0.018785799043963377
actual,1745087463.3331645,394656.50303008093,4438782.996611871,0.018755849193999124
actual,1745087463.4331417,394656.50297137105,4438782.996595779,0.01872562009135476
actual,1745087463.5331454,394656.5029421941,4438782.996436151,0.01873614442674425
actual,1745087463.6331275,394656.50284707564,4438782.996338682,0.018734940149560193
actual,1745087463.7330072,394656.50309608434,4438782.998390064,0.018759845997986267
actual,1745087463.8330824,394656.50285283994,4438782.998313102,0.018805783063898854
actual,1745087463.933098,394656.50273693516,4438782.998396597,0.01878700332114719
actual,1745087464.0331495,394656.5026455511,4438782.998540145,0.018732409422144988
actual,1745087464.1330988,394656.5025150984,4438782.998546628,0.018720698262863912
actual,1745087464.2331147,394656.5026599191,4438782.99701808,0.018802711284415165
actual,1745087464.3331041,394656.50270420813,4438782.996994963,0.018784472593731987
actual,1745087464.4330852,394656.5026899902,4438782.997013618,0.018733875498716683
actual,1745087464.5330856,394656.50260968914,4438782.997003582,0.018688462031579613
actual,1745087464.6330886,394656.5025055365,4438782.996902107,0.01870071424292868
actual,1745087464.733089,394656.5038990507,4438782.997177849,0.01884826437789229
actual,1745087464.8330917,394656.503964711,4438782.997225671,0.018815504547832228
actual,1745087464.933088,394656.50403192686,4438782.9972910695,0.018756110993387008
actual,1745087465.0330896,394656.5040443232,4438782.997217038,0.018759043146530395
actual,1745087465.1330893,394656.5040339078,4438782.9971801285,0.01874905986320889
actual,1745087465.2330875,394656.50272631244,4438782.9972496135,0.01881018129361369
actual,1745087465.3331332,394656.5026692097,4438782.997298294,0.018772098209335338
actual,1745087465.4331014,394656.5025954667,4438782.997321499,0.01876010779737415
actual,1745087465.5330932,394656.5025277543,4438782.997314139,0.018756774218502824
actual,1745087465.6331275,394656.5024047889,4438782.997289265,0.018737069451247704
actual,1745087465.7331047,394656.50277637487,4438782.9964792915,0.01877529216186636
actual,1745087465.833089,394656.50278917426,4438782.996444188,0.0187294772690016
actual,1745087465.9330945,394656.5027949971,4438782.996398975,0.01866783223982104
actual,1745087466.0330915,394656.5027206108,4438782.996283357,0.018685809131116584
actual,1745087466.1330826,394656.502586188,4438782.99616796,0.018684063801864777
actual,1745087466.2331052,394656.5036713501,4438782.996559975,0.01881669137172381
actual,1745087466.3330839,394656.5038510123,4438782.996590894,0.01876569285098032
