type,timestamp,x,y,yaw
actual,1745085861.5939362,394656.6608088668,4438782.900100194,0.008560473461889153
actual,1745085861.7376652,394656.660438654,4438782.8999769455,0.008560473461889153
actual,1745085861.7377136,394656.660438654,4438782.8999769455,0.008560473461889153
actual,1745085861.8320837,394656.660438654,4438782.8999769455,0.008561136687004972
actual,1745085861.9310129,394656.6604053447,4438782.89996828,0.008504413486315258
actual,1745085862.028411,394656.6619937863,4438782.90045698,0.00858749115871002
actual,1745085862.1390119,394656.6619937863,4438782.90045698,0.008578834325620158
actual,1745085862.247767,394656.66175290634,4438782.900449802,0.008614665935163664
actual,1745085862.3450313,394656.661653141,4438782.900460493,0.008603478374658352
actual,1745085862.4282742,394656.66144638445,4438782.900394863,0.008575919625769493
actual,1745085862.5664635,394656.66402164317,4438782.900155624,0.008511866042221308
actual,1745085862.7269707,394656.66403892916,4438782.900119122,0.008501079907443932
actual,1745085862.7270174,394656.66403892916,4438782.900119122,0.008501079907443932
actual,1745085862.8235116,394656.6640404983,4438782.900112918,0.00850760743884628
actual,1745085862.924358,394656.66402783716,4438782.90007099,0.008513052866112644
actual,1745085863.0400155,394656.66402783716,4438782.90007099,0.008549285901384089
actual,1745085863.1312876,394656.6649395786,4438782.8992826715,0.008560735261277036
actual,1745085863.2235355,394656.6647889365,4438782.898727747,0.008576181425157127
actual,1745085863.3235466,394656.66464654467,4438782.898332709,0.008602151924426961
actual,1745085863.4234803,394656.66521363193,4438782.899451833,0.008560333835549098
actual,1745085863.5235767,394656.665026296,4438782.8993069865,0.008575640373089135
actual,1745085863.623552,394656.66483720083,4438782.899096413,0.008546755173968638
actual,1745085863.7235146,394656.6647865503,4438782.898801468,0.008566861366951447
actual,1745085863.8235376,394656.6647658882,4438782.898696072,0.008504675285702893
actual,1745085863.9235556,394656.6653870519,4438782.900343855,0.008477238709861614
actual,1745085864.0235457,394656.6655320872,4438782.900192556,0.008560857434324614
actual,1745085864.123498,394656.6657785724,4438782.900130347,0.008508131037622045
actual,1745085864.226639,394656.66610219947,4438782.900012167,0.00851704967009954
actual,1745085864.3235512,394656.66617376683,4438782.900011313,0.00848243979103257
actual,1745085864.4249768,394656.6701945232,4438782.898964059,0.00862744174528825
actual,1745085864.52561,394656.67072138446,4438782.898692474,0.00857644322454501
actual,1745085864.624535,394656.6710297633,4438782.898576949,0.00852797543121722
actual,1745085864.7235575,394656.6711604317,4438782.898248211,0.008492824500082008
actual,1745085864.8235745,394656.67126053845,4438782.897769095,0.008498287380640599
actual,1745085864.9235678,394656.6705502845,4438782.898396502,0.00853410153689163
actual,1745085865.0235574,394656.67068918067,4438782.898085173,0.008554068103534384
actual,1745085865.1235206,394656.67077706044,4438782.897719528,0.008531309010088545
actual,1745085865.2234695,394656.67078978685,4438782.897396369,0.008470309752731327
actual,1745085865.323511,394656.67071229714,4438782.8969630385,0.008484830892107718
actual,1745085865.4235356,394656.67029143136,4438782.89787469,0.008475510833902284
actual,1745085865.5235302,394656.67005227885,4438782.897671489,0.008458860392838132
actual,1745085865.6235569,394656.669781716,4438782.89736613,0.008441686352998464
actual,1745085865.7235036,394656.6694115909,4438782.89699886,0.00841332475265373
actual,1745085865.8235283,394656.6689722716,4438782.89660338,0.00845407819068759
actual,1745085865.9235237,394656.66988278826,4438782.898646713,0.008451547463272386
actual,1745085866.023558,394656.6695335308,4438782.898534566,0.008437165950235803
actual,1745085866.123511,394656.6691301575,4438782.898441154,0.008446084582713547
actual,1745085866.2235405,394656.6686956757,4438782.898192198,0.008483626614923906
actual,1745085866.3235378,394656.66830298095,4438782.898010816,0.008424110887430858
actual,1745085866.423536,394656.6708011768,4438782.8969478,0.008440482075814652
actual,1745085866.523521,394656.67091386724,4438782.896498635,0.008412801153877967
actual,1745085866.6235545,394656.670954905,4438782.8960295785,0.008469122928839992
actual,1745085866.7235172,394656.6710176871,4438782.895567512,0.00845301353984408
actual,1745085866.8235376,394656.6709788261,4438782.894967391,0.008522250751270498
actual,1745085866.9235165,394656.67102325725,4438782.901138395,0.008527172579761098
actual,1745085867.0235214,394656.6709902233,4438782.9017292205,0.008487763045251106
actual,1745085867.1235569,394656.6709148943,4438782.9021893665,0.008522390377610801
actual,1745085867.2235534,394656.67085812695,4438782.90270654,0.00853343831177581
actual,1745085867.3235471,394656.67071813246,4438782.9032124,0.008566721740611391
actual,1745085867.4234984,394656.6715391617,4438782.899824368,0.008570718544598536
actual,1745085867.5234742,394656.6715238027,4438782.89968983,0.008587229359322386
actual,1745085867.6235614,394656.67147775646,4438782.899578502,0.008599481570671455
actual,1745085867.7235165,394656.671356188,4438782.899389799,0.008619186337926327
actual,1745085867.8235793,394656.6711585247,4438782.899175649,0.00862971067331582
actual,1745085867.923508,394656.6727306625,4438782.89918712,0.008589498287349954
actual,1745085868.0235431,394656.67273339885,4438782.898934731,0.008604944451230046
actual,1745085868.1236038,394656.6726870799,4438782.89865487,0.008596811216915702
actual,1745085868.223629,394656.6725936995,4438782.898337403,0.00861452630882361
actual,1745085868.3235247,394656.67245063675,4438782.898020484,0.008588294010166142
actual,1745085868.4234426,394656.67308840505,4438782.898358496,0.008546615547628334
actual,1745085868.5235496,394656.67295205273,4438782.898199235,0.00855380630414675
actual,1745085868.6234326,394656.67281363904,4438782.898000913,0.008572044994829928
actual,1745085868.723554,394656.67262824625,4438782.897827123,0.008537033690035018
actual,1745085868.8235173,394656.6724096929,4438782.89756176,0.008548483049927965
actual,1745085868.923538,394656.6733642476,4438782.897939678,0.00853542798712327
actual,1745085869.0235581,394656.6733329373,4438782.89783238,0.008536894063694716
actual,1745085869.1235492,394656.67328247114,4438782.897687509,0.008542880543029072
actual,1745085869.223515,394656.67320830195,4438782.897528012,0.00852996510656443
actual,1745085869.3235455,394656.67309535155,4438782.897344448,0.008519580397514992
actual,1745085869.4235141,394656.67378869053,4438782.898833062,0.008563126362352184
actual,1745085869.5235164,394656.6737707342,4438782.898763616,0.008595624393024364
actual,1745085869.6235135,394656.67371368746,4438782.898657434,0.008579776803416336
actual,1745085869.723521,394656.67355142697,4438782.898560941,0.00858642650786651
actual,1745085869.8234832,394656.6733316828,4438782.898379059,0.008609464853992707
actual,1745085869.9234865,394656.67381363007,4438782.897885018,0.008536230838579144
actual,1745085870.0235076,394656.6736111103,4438782.897742937,0.008558064907521529
actual,1745085870.1235545,394656.6733952379,4438782.897561777,0.008549146275043785
actual,1745085870.2235146,394656.6731029497,4438782.897365884,0.008544224446553186
actual,1745085870.3235786,394656.6727311373,4438782.897176759,0.008537295489422902
actual,1745085870.4235375,394656.67368966714,4438782.898526119,0.008520924301039108
actual,1745085870.5235324,394656.6735585523,4438782.8984876005,0.008482841216760507
