type,timestamp,x,y,yaw
actual,1745086588.3595169,394656.5789971884,4438783.025890357,-0.013005547814038596
actual,1745086588.422663,394656.57897566457,4438783.025900873,-0.012972927610318834
actual,1745086588.5312676,394656.57980130485,4438783.025218239,-0.012991707353070252
actual,1745086588.6235409,394656.5797602327,4438783.025225474,-0.012990503075886192
actual,1745086588.8734066,394656.5791641853,4438783.025033432,-0.012976784787965677
actual,1745086588.873464,394656.5791641853,4438783.025033432,-0.012976784787965677
actual,1745086588.916694,394656.5791145612,4438783.025023031,-0.012971862959475078
actual,1745086589.0436413,394656.57909282047,4438783.025023014,-0.01297825086453737
actual,1745086589.175136,394656.57918096415,4438783.024944808,-0.013046563051460335
actual,1745086589.8413193,394656.579165339,4438783.024950239,-0.01304642342512028
actual,1745086589.841368,394656.579165339,4438783.024950239,-0.01304642342512028
actual,1745086589.983154,394656.57902386965,4438783.024951808,-0.013018725049891119
actual,1745086590.1062245,394656.57928794745,4438783.024274105,-0.013048954152535484
actual,1745086590.239587,394656.5792300248,4438783.0242022425,-0.013032181538424
actual,1745086590.2451427,394656.5790477186,4438783.024128505,-0.012989560598090262
actual,1745086590.3416526,394656.57892147196,4438783.024137135,-0.013007816742066164
actual,1745086590.4417613,394656.5786800648,4438783.023666629,-0.013054015607366385
actual,1745086590.542563,394656.5784609979,4438783.023572455,-0.013015269297972214
actual,1745086590.6425512,394656.578241396,4438783.023542839,-0.013010207843141311
actual,1745086590.741954,394656.57793733344,4438783.023572798,-0.013009806417413375
actual,1745086590.8418658,394656.57760841475,4438783.02353941,-0.012967202930372113
actual,1745086590.9422488,394656.57929660473,4438783.024335393,-0.013049896630331662
actual,1745086591.0417938,394656.5791667956,4438783.024418577,-0.01303164048635576
actual,1745086591.1418977,394656.5790001144,4438783.024568952,-0.01303284476353982
actual,1745086591.2417226,394656.578820774,4438783.024776702,-0.013020452925850447
actual,1745086591.3417878,394656.5785846857,4438783.025006287,-0.013003680311738965
actual,1745086591.454455,394656.5773063534,4438783.025133934,-0.013019266101959111
actual,1745086591.5424635,394656.5770677822,4438783.025224846,-0.013024327556790014
actual,1745086591.6541903,394656.57675473974,4438783.025366115,-0.013027259709933401
actual,1745086591.743601,394656.5764312702,4438783.025464257,-0.013048692353147848
actual,1745086591.8421915,394656.57610288385,4438783.02560575,-0.0130793228815204
actual,1745086591.941581,394656.57569398836,4438783.025824834,-0.013068257494062666
actual,1745086592.0416691,394656.5785326598,4438783.024752661,-0.013030174409784066
actual,1745086592.1416209,394656.578495636,4438783.024811506,-0.013028184734436855
actual,1745086592.2415357,394656.5784197304,4438783.024824672,-0.013019126475619055
actual,1745086592.3415196,394656.5783344059,4438783.024929891,-0.013059600660972804
actual,1745086592.441862,394656.57939508965,4438783.025480651,-0.013024589356177648
actual,1745086592.5417929,394656.5793799276,4438783.0254890425,-0.013013401795672582
actual,1745086592.6417308,394656.5793127442,4438783.0256154835,-0.01303151831330818
actual,1745086592.741899,394656.5794652429,4438783.025739835,-0.013029389011620667
actual,1745086592.8423276,394656.5797465807,4438783.025740929,-0.013034712265839452
actual,1745086592.9417026,394656.57877120806,4438783.026251057,-0.013034712265839452
actual,1745086593.0418954,394656.57844392356,4438783.026678305,-0.013052549530794691
actual,1745086593.1418786,394656.5778057809,4438783.0269377595,-0.0130512230805633
