type,x,y,yaw
start,394646.9830705536,4438782.952907209,-0.04226196101315126
goal,394664.8762918082,4438792.198807092,0.0
path,394646.9830705536,4438782.952907209,-0.04226196101315126
path,394647.9821776498,4438782.910657828,0.26991089032615756
path,394648.94597231067,4438783.177303382,0.41582055959532116
path,394649.8607574818,4438783.581244084,0.72799341093463
path,394650.6072685163,4438784.246617119,1.0401662622739387
path,394651.1133453813,4438785.109105499,1.1860759315431022
path,394651.4886453661,4438786.036008904,0.8739030802037934
path,394652.13048377214,4438786.802848822,0.5617302288644845
path,394652.9768185417,4438787.33550017,0.41582055959532094
path,394653.8916037128,4438787.739440871,0.41582055959532094
path,394654.8063888839,4438788.143381573,0.41582055959532094
path,394655.721174055,4438788.547322275,0.26991089032615734
path,394656.6849687159,4438788.81396783,0.41582055959532094
path,394657.599753887,4438789.217908531,0.26991089032615734
path,394658.56354854786,4438789.484554086,-0.042261961013151494
path,394659.5626556441,4438789.442304704,0.26991089032615734
path,394660.52645030495,4438789.708950259,0.41582055959532094
path,394661.44123547606,4438790.112890961,0.7279934109346298
path,394662.1877465106,4438790.778263995,0.41582055959532094
path,394663.1025316817,4438791.182204697,0.26991089032615734
path,394664.0663263426,4438791.448850252,0.41582055959532094
path,394664.0663263426,4438791.448850252,0.41582055959532094
path,394664.47130907536,4438791.823828672,0.20791027979766047
path,394664.8762918082,4438792.198807092,0.0
