type,timestamp,x,y,yaw
actual,1745086308.864876,394656.6487718389,4438782.906674457,0.04682596210053145
actual,1745086308.9375436,394656.6488859133,4438782.906657527,0.04682596210053145
actual,1745086309.0718439,394656.6464585399,4438782.905737166,0.046790933342444066
actual,1745086309.247575,394656.6464589764,4438782.90571518,0.04679173619389994
actual,1745086309.2476456,394656.6464589764,4438782.90571518,0.04679173619389994
actual,1745086309.3165185,394656.64645107626,4438782.905674584,0.04685805870547569
actual,1745086309.5784545,394656.64541002945,4438782.90563805,0.04684086721234355
actual,1745086309.5785234,394656.64541002945,4438782.90563805,0.04684086721234355
actual,1745086309.756855,394656.6452580982,4438782.905416498,0.04688575708070485
actual,1745086309.7569022,394656.6452580982,4438782.905416498,0.04688575708070485
actual,1745086309.8125951,394656.64524070994,4438782.905196249,0.04690106361824489
actual,1745086309.9077513,394656.6452277553,4438782.905078381,0.046905985446735486
actual,1745086310.051449,394656.6452270225,4438782.905054524,0.046905985446735486
actual,1745086310.111532,394656.64596449997,4438782.905217111,0.04688294710060904
actual,1745086310.242434,394656.6459565362,4438782.905064807,0.04689387286172647
actual,1745086310.3700628,394656.64592080435,4438782.9049132345,0.04690917939926651
actual,1745086310.4075716,394656.6456327338,4438782.903959032,0.04687575634409088
actual,1745086310.5076144,394656.64561032125,4438782.903741379,0.04687523274531536
actual,1745086310.6076138,394656.64569381607,4438782.903411619,0.046941276004210754
actual,1745086310.7076066,394656.6458923651,4438782.903125937,0.0468781648984585
actual,1745086310.807589,394656.64586815366,4438782.902656292,0.04691331582959371
actual,1745086310.907583,394656.64494303847,4438782.904665881,0.046876820994934634
actual,1745086311.007587,394656.64497384557,4438782.904740934,0.04691251297813784
actual,1745086311.1076078,394656.64527257206,4438782.904769297,0.046883086726949345
actual,1745086311.207582,394656.64560179715,4438782.904670759,0.04695059606241644
actual,1745086311.307547,394656.6459394989,4438782.904572022,0.046962307221697266
actual,1745086311.4083579,394656.6463272439,4438782.904568819,0.04694248028139457
actual,1745086311.507621,394656.64597431046,4438782.905180574,0.04680732198412008
actual,1745086311.6081676,394656.6461785417,4438782.905103774,0.046776167856972015
actual,1745086311.709189,394656.6462546651,4438782.905094733,0.04677908255682293
actual,1745086311.807695,394656.64623823634,4438782.9049552595,0.04681836991828534
actual,1745086311.907702,394656.6462703506,4438782.904801778,0.046799869428214035
actual,1745086312.0075996,394656.6475940706,4438782.90533171,0.04678095005912256
actual,1745086312.10762,394656.6476820606,4438782.90538205,0.04675391490900922
actual,1745086312.2075822,394656.64766412484,4438782.905399341,0.04678295718776225
actual,1745086312.3076093,394656.6474016602,4438782.905457253,0.046739411222925055
