type,x,y,yaw
start,394656.6487533476,4438782.906684398,0.046842874340983234
goal,394684.6897841293,4438796.364305917,0.0
path,394656.6487533476,4438782.906684398,0.046842874340983234
path,394657.6476564207,4438782.953510143,0.19275254361014682
path,394658.6291370941,4438783.145071329,0.5049253949494557
path,394659.5043476605,4438783.628813475,0.8170982462887645
path,394660.18868759775,4438784.357976592,0.9630079155579281
path,394660.759740934,4438785.178889552,0.9630079155579281
path,394661.33079427027,4438785.999802512,0.9630079155579281
path,394661.9018476065,4438786.820715472,0.6508350642186193
path,394662.69742575806,4438787.426566448,0.5049253949494557
path,394663.5726363245,4438787.910308595,0.19275254361014682
path,394664.55411699787,4438788.101869781,0.5049253949494557
path,394665.4293275643,4438788.585611927,0.8170982462887645
path,394666.11366750154,4438789.314775044,0.6711885770196009
path,394666.8967505243,4438789.936692225,0.35901572568029205
path,394667.83299362904,4438790.288045108,0.6711885770196009
path,394668.6160766518,4438790.909962289,0.35901572568029205
path,394669.55231975653,4438791.261315173,0.5049253949494557
path,394670.427530323,4438791.745057319,0.5049253949494557
path,394671.3027408894,4438792.228799466,0.19275254361014682
path,394672.2842215628,4438792.420360652,0.5049253949494557
path,394673.15943212924,4438792.904102799,0.8170982462887645
path,394673.84377206647,4438793.633265915,0.5049253949494557
path,394674.7189826329,4438794.117008062,0.19275254361014682
path,394675.7004633063,4438794.308569248,-0.11942030772916201
path,394676.69334117154,4438794.189432584,0.19275254361014682
path,394677.6748218449,4438794.3809937695,-0.11942030772916201
path,394678.6676997102,4438794.261857105,0.19275254361014682
path,394679.64918038354,4438794.453418291,0.5049253949494557
path,394680.52439095,4438794.937160438,0.8170982462887645
path,394681.2087308872,4438795.666323555,0.6711885770196009
path,394681.99181390996,4438796.288240735,0.35901572568029205
path,394682.9280570147,4438796.639593619,0.6711885770196009
path,394682.9280570147,4438796.639593619,0.6711885770196009
path,394683.5152993862,4438796.547831052,0.4474590513464006
path,394684.1025417578,4438796.456068484,0.2237295256732003
path,394684.6897841293,4438796.364305917,0.0
