type,x,y,yaw
start,394656.51852947165,4438783.463423289,0.027129362986414926
goal,394698.44155828556,4438794.430338941,0.0
path,394656.51852947165,4438783.463423289,0.027129362986414926
path,394657.51816149306,4438783.490549325,0.17303903225557848
path,394658.50322755886,4438783.662726112,0.4852118835948873
path,394659.3878037062,4438784.129121909,0.7973847349341961
path,394660.0863841072,4438784.844653476,0.4852118835948873
path,394660.97096025455,4438785.311049273,0.17303903225557848
path,394661.95602632035,4438785.48322606,0.17303903225557848
path,394662.94109238614,4438785.655402847,0.4852118835948873
path,394663.8256685335,4438786.121798644,0.4852118835948873
path,394664.7102446809,4438786.588194441,0.17303903225557848
path,394665.69531074667,4438786.760371228,0.17303903225557848
path,394666.68037681247,4438786.932548014,0.4852118835948873
path,394667.56495295983,4438787.398943812,0.17303903225557848
path,394668.5500190256,4438787.571120598,-0.13913381908373035
path,394669.5403555199,4438787.432435242,0.006775850185433224
path,394670.5403325639,4438787.439211041,0.006775850185433224
path,394671.5403096079,4438787.445986839,0.1526855194545968
path,394672.5286758018,4438787.598079793,0.46485837079390563
path,394673.4225608682,4438788.046375999,0.7770312221332145
path,394674.13555915066,4438788.747541778,0.4648583707939057
path,394675.02944421704,4438789.195837984,0.15268551945459685
path,394676.01781041094,4438789.347930938,0.00677585018543328
path,394677.01778745494,4438789.354706736,0.00677585018543328
path,394678.01776449895,4438789.361482535,0.00677585018543328
path,394679.01774154295,4438789.368258333,0.15268551945459685
path,394680.00610773684,4438789.520351287,0.15268551945459685
path,394680.99447393074,4438789.672444241,0.15268551945459685
path,394681.98284012463,4438789.824537195,0.4648583707939057
path,394682.876725191,4438790.272833401,0.4648583707939057
path,394683.7706102574,4438790.721129607,0.15268551945459685
path,394684.7589764513,4438790.873222562,0.15268551945459685
path,394685.7473426452,4438791.025315516,0.00677585018543328
path,394686.7473196892,4438791.032091314,0.15268551945459685
path,394687.7356858831,4438791.184184268,0.15268551945459685
path,394688.724052077,4438791.336277222,0.15268551945459685
path,394689.7124182709,4438791.488370176,0.00677585018543328
path,394690.7123953149,4438791.495145975,0.15268551945459685
path,394691.7007615088,4438791.647238929,0.4648583707939057
path,394692.59464657516,4438792.095535135,0.4648583707939057
path,394693.48853164155,4438792.543831341,0.15268551945459685
path,394694.47689783544,4438792.695924295,0.4648583707939057
path,394695.3707829018,4438793.144220501,0.7770312221332145
path,394696.0837811843,4438793.84538628,0.9229408914023781
path,394696.68725894653,4438794.642766108,0.9229408914023781
path,394696.68725894653,4438794.642766108,0.9229408914023781
path,394697.27202539286,4438794.571957052,0.6152939276015854
path,394697.85679183924,4438794.501147997,0.3076469638007927
path,394698.44155828556,4438794.430338941,0.0
