type,x,y,yaw
start,394648.15178186935,4438783.449722603,-0.04144198787727176
goal,394670.9832982911,4438783.143728894,0.0
path,394648.15178186935,4438783.449722603,-0.04144198787727176
path,394649.15092327306,4438783.408292476,-0.3536148392165806
path,394650.08905033075,4438783.062001235,-0.04144198787727177
path,394651.08819173445,4438783.020571108,0.27073086346203706
path,394652.05176742916,4438783.288006858,0.4166405327312006
path,394652.96622107225,4438783.692697523,0.7288133840705094
path,394653.7121862679,4438784.358682453,0.4166405327312006
path,394654.626639911,4438784.763373118,0.10446768139189178
path,394655.62118812365,4438784.867650885,-0.20770516994741706
path,394656.5996948427,4438784.661435947,-0.061795500678253484
path,394657.59778610826,4438784.599679768,-0.3739683520175623
path,394658.5286710993,4438784.23436739,-0.06179550067825346
path,394659.52676236484,4438784.172611211,-0.06179550067825346
path,394660.5248536304,4438784.110855033,-0.06179550067825346
path,394661.52294489596,4438784.049098854,-0.06179550067825346
path,394662.5210361615,4438783.987342675,-0.06179550067825346
path,394663.5191274271,4438783.9255864965,-0.06179550067825346
path,394664.51721869264,4438783.863830318,-0.06179550067825346
path,394665.5153099582,4438783.802074139,-0.06179550067825346
path,394666.51340122375,4438783.74031796,-0.06179550067825346
path,394667.5114924893,4438783.6785617815,0.2503773506610554
path,394668.480311484,4438783.926331343,0.396287019930219
path,394669.40281202825,4438784.312327128,0.396287019930219
path,394669.40281202825,4438784.312327128,0.396287019930219
path,394669.92964078253,4438783.922794383,0.264191346620146
path,394670.4564695368,4438783.533261639,0.132095673310073
path,394670.9832982911,4438783.143728894,0.0
