type,x,y,yaw
start,394650.4045599126,4438783.521466234,-0.08763224870434932
goal,394670.9832982911,4438783.143728894,0.0
path,394650.4045599126,4438783.521466234,-0.08763224870434932
path,394651.40072266373,4438783.433946103,-0.08763224870434932
path,394652.39688541484,4438783.346425972,0.2245406026349595
path,394653.3717819135,4438783.5690844925,0.5367134539742684
path,394654.23117569124,4438784.080398814,0.5367134539742684
path,394655.090569469,4438784.591713135,0.682623123243432
path,394655.86649011285,4438785.222543662,0.37045027190412316
path,394656.7986545387,4438785.584578859,0.05827742056481433
path,394657.7969568904,4438785.6428232975,-0.2538954307744945
path,394658.7648982182,4438785.391646894,-0.2538954307744945
path,394659.73283954605,4438785.14047049,-0.10798576150533093
path,394660.7270147472,4438785.032694475,-0.10798576150533093
path,394661.7211899484,4438784.92491846,-0.42015861284463973
path,394662.6342142012,4438784.517013184,-0.1079857615053309
path,394663.62838940235,4438784.409237169,-0.1079857615053309
path,394664.6225646035,4438784.301461154,-0.2538954307744945
path,394665.59050593135,4438784.05028475,-0.10798576150533093
path,394666.5846811325,4438783.942508735,-0.2538954307744945
path,394667.55262246035,4438783.691332331,-0.10798576150533093
path,394668.5467976615,4438783.583556316,-0.2538954307744945
path,394669.51473898935,4438783.332379912,-0.10798576150533093
path,394669.51473898935,4438783.332379912,-0.10798576150533093
path,394670.24901864026,4438783.238054403,-0.053992880752665465
path,394670.9832982911,4438783.143728894,0.0
