type,timestamp,x,y,yaw
actual,1745086470.3470352,394655.59430440626,4438783.859449886,-0.05339531159186802
actual,1745086470.347093,394655.59430440626,4438783.859449886,-0.05339531159186802
actual,1745086470.550032,394655.5942913122,4438783.859456047,-0.05337428037438151
actual,1745086470.5500805,394655.5942913122,4438783.859456047,-0.05337428037438151
actual,1745086470.7810297,394655.59426124266,4438783.859466484,-0.0533946483667522
actual,1745086470.781099,394655.59426124266,4438783.859466484,-0.0533946483667522
actual,1745086470.8564806,394655.59405393724,4438783.859619173,-0.05338625333305022
actual,1745086471.0299876,394655.5958592496,4438783.858951401,-0.0534138295352318
actual,1745086471.0300405,394655.5958592496,4438783.858951401,-0.0534138295352318
actual,1745086471.119803,394655.59584365366,4438783.859065052,-0.05339784231928347
actual,1745086471.2596116,394655.59578144515,4438783.859424806,-0.05341754708653834
actual,1745086471.343602,394655.59578144515,4438783.859424806,-0.05341501635912314
actual,1745086471.4882965,394655.59578144515,4438783.859424806,-0.05341475455973525
actual,1745086471.578064,394655.59577743197,4438783.859445681,-0.05341475455973525
actual,1745086471.618685,394655.5948158894,4438783.860999534,-0.05339997162097098
actual,1745086472.0581543,394655.59453416744,4438783.861253362,-0.05334071769286557
actual,1745086472.058198,394655.59453416744,4438783.861253362,-0.05334071769286557
actual,1745086472.1583955,394655.5939962042,4438783.860404293,-0.053336598715830845
actual,1745086472.2584276,394655.5937277421,4438783.860378662,-0.05332247900218239
actual,1745086472.358405,394655.5934429371,4438783.860405029,-0.053322740801570026
actual,1745086472.4584277,394655.59526246774,4438783.861328093,-0.053400373046698923
actual,1745086472.5584085,394655.59517433896,4438783.861359432,-0.053379603628600045
actual,1745086472.6585932,394655.59502755356,4438783.861411695,-0.05340889025344848
actual,1745086472.7586753,394655.59483664844,4438783.861527137,-0.05338705618450609
actual,1745086472.8584094,394655.594665859,4438783.8616450885,-0.05340290377411412
actual,1745086472.9583764,394655.59502114594,4438783.861184872,-0.053435803230514244
actual,1745086473.0584524,394655.59500723146,4438783.861182183,-0.05338665475877816
actual,1745086473.163615,394655.5950400414,4438783.861154825,-0.05339358371590869
actual,1745086473.2584271,394655.5950020182,4438783.861277916,-0.053417686712878644
actual,1745086473.3596613,394655.59478900913,4438783.861357907,-0.05342873464704365
actual,1745086473.4608283,394655.59502564627,4438783.860369231,-0.053365745714339226
actual,1745086473.5660472,394655.5948083878,4438783.860328472,-0.05335789173270524
actual,1745086473.6586626,394655.59452980146,4438783.8603186775,-0.053351242028255065
actual,1745086473.7583866,394655.5943487345,4438783.860276125,-0.05335029955045913
actual,1745086473.8583882,394655.59421123564,4438783.860233916,-0.05339611444332389
actual,1745086473.9584246,394655.59374574735,4438783.860002598,-0.05345496694570112
actual,1745086474.0583956,394655.59360019164,4438783.860047416,-0.053456834448000756
actual,1745086474.1584039,394655.5933250424,4438783.860031492,-0.05344697333772708
actual,1745086474.2584405,394655.5928954055,4438783.860003366,-0.053407302003829205
actual,1745086474.3583899,394655.592455898,4438783.860120526,-0.0534508479686664
actual,1745086474.4582996,394655.594468649,4438783.8597384775,-0.0534467115383392
actual,1745086474.5584788,394655.5945381623,4438783.859720243,-0.05345922554907615
actual,1745086474.6584222,394655.59459420276,4438783.859700433,-0.05346854560728183
actual,1745086474.7584412,394655.59461115586,4438783.859726797,-0.053483066746658224
actual,1745086474.858505,394655.59454535815,4438783.859763865,-0.053443517585808176
actual,1745086474.9584649,394655.59484694025,4438783.8601420615,-0.053408768080400904
actual,1745086475.0584135,394655.5947804296,4438783.860220736,-0.05341435313400732
actual,1745086475.1585057,394655.594649633,4438783.860298886,-0.053385851907322285
actual,1745086475.2584252,394655.5944408511,4438783.860438057,-0.05339038976337742
actual,1745086475.3583155,394655.59423017665,4438783.860549533,-0.053358170985385596
actual,1745086475.4584503,394655.5947649508,4438783.860372711,-0.05339052938971747
actual,1745086475.5583823,394655.5947917944,4438783.860470894,-0.053385188682206465
actual,1745086475.6585107,394655.59479152586,4438783.8605965525,-0.0533770729011846
actual,1745086475.7584403,394655.59476775327,4438783.860742383,-0.053385851907322285
actual,1745086475.8584898,394655.5946921883,4438783.8609416885,-0.05338731798389398
actual,1745086475.9583662,394655.59530679096,4438783.86104251,-0.05339038976337742
actual,1745086476.0583882,394655.5952883414,4438783.861122217,-0.05337787575264072
actual,1745086476.1584225,394655.5952340093,4438783.861232285,-0.053373337896585334
actual,1745086476.2583628,394655.59513529023,4438783.861355371,-0.053342044143097206
actual,1745086476.3584845,394655.59502990165,4438783.861510124,-0.053340194094090056
actual,1745086476.4586804,394655.5951789029,4438783.86051776,-0.05340410805129819
actual,1745086476.558414,394655.5950767163,4438783.86054718,-0.05339412476797668
actual,1745086476.6584313,394655.59492008836,4438783.860578323,-0.05337906257653205
actual,1745086476.7582984,394655.59470073343,4438783.860613488,-0.0533681542687071
actual,1745086476.8584962,394655.594423802,4438783.8606269965,-0.053351242028255065
actual,1745086476.958373,394655.5940880681,4438783.86064985,-0.05334338804662132
actual,1745086477.0584266,394655.5952925739,4438783.859146009,-0.05341955421517828
actual,1745086477.1582975,394655.59513660497,4438783.859053584,-0.05340410805129819
actual,1745086477.2584126,394655.59492859564,4438783.858944085,-0.05337839935141623
actual,1745086477.3584507,394655.5947004828,4438783.858885575,-0.053378940403484225
actual,1745086477.4583993,394655.5943632673,4438783.859612794,-0.05342620391962845
actual,1745086477.5583892,394655.59417976765,4438783.859683023,-0.05341129880781635
actual,1745086477.6584208,394655.59384931705,4438783.859887134,-0.05345550799776936
actual,1745086477.7583473,394655.59352228645,4438783.859999882,-0.05338665475877816
actual,1745086477.8584466,394655.59326413274,4438783.86015868,-0.05346934845873771
actual,1745086477.9584594,394655.5944837226,4438783.861219408,-0.05342168351686579
actual,1745086478.0583599,394655.59447165276,4438783.861434453,-0.0534227481677093
actual,1745086478.1583974,394655.59444364003,4438783.861638613,-0.0534559094234973
actual,1745086478.2584772,394655.5943592274,4438783.861798068,-0.053442051509236484
actual,1745086478.3584414,394655.5942401595,4438783.862053185,-0.05343911935609309
actual,1745086478.4584134,394655.59513230564,4438783.860410026,-0.05336389566533207
actual,1745086478.5582716,394655.5950986368,4438783.860358382,-0.05336030028707311
actual,1745086478.6584215,394655.59506256843,4438783.860295804,-0.053365745714339226
actual,1745086478.7584834,394655.5949022904,4438783.860355365,-0.053373477522925636
actual,1745086478.8584673,394655.59454934485,4438783.86045247,-0.05339997162097098
actual,1745086478.9584098,394655.5951237341,4438783.859407648,-0.05336188853669238
