type,timestamp,x,y,yaw,target_waypoint_idx
actual,1746207154.9784617,394641.6136666585,4438790.418102965,-0.0005924171080043238,0
actual,1746207154.9785426,394641.6136666585,4438790.418102965,-0.0005924171080043238,0
actual,1746207154.9785726,394641.6136666585,4438790.418102965,-0.0005924171080043238,0
actual,1746207156.3983293,394641.6136666585,4438790.418102965,-0.0016100138750872164,0
actual,1746207156.3983803,394641.6136666585,4438790.418102965,-0.0016100138750872164,0
actual,1746207159.1690285,394641.6136666585,4438790.418102965,-0.00283680580631403,0
actual,1746207159.169076,394641.6136666585,4438790.418102965,-0.00283680580631403,0
actual,1746207162.7455752,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207162.7456274,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207163.3612113,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207163.361304,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207163.5685155,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207163.5685833,394641.61735029944,4438790.419727398,-0.0025748842454672914,0
actual,1746207164.0206635,394641.6157137047,4438790.419856339,-0.0006562088921648749,0
actual,1746207164.020712,394641.6157137047,4438790.419856339,-0.0006562088921648749,0
actual,1746207164.7576714,394641.6157137047,4438790.419856339,-0.0002055997858849613,0
actual,1746207164.757741,394641.6157137047,4438790.419856339,-0.0002055997858849613,0
actual,1746207165.7578344,394641.6157137047,4438790.419856339,-0.0002055997858849613,0
actual,1746207165.7578862,394641.6157137047,4438790.419856339,-0.0002055997858849613,0
actual,1746207166.3986535,394641.6164554461,4438790.424320302,-0.002521738969744061,0
actual,1746207166.398703,394641.6164554461,4438790.424320302,-0.002521738969744061,0
actual,1746207167.726372,394641.6164554461,4438790.424320302,-0.002521738969744061,0
actual,1746207167.726416,394641.6164554461,4438790.424320302,-0.002521738969744061,0
actual,1746207167.8720694,394641.6162665846,4438790.418566875,-0.002467022897694033,0
actual,1746207168.1174452,394641.61752327386,4438790.420062766,-0.002467022897694033,0
actual,1746207168.117508,394641.61752327386,4438790.420062766,-0.002467022897694033,0
actual,1746207169.2530673,394641.61752327386,4438790.420062766,-0.001901501313462748,0
actual,1746207169.2531192,394641.61752327386,4438790.420062766,-0.001901501313462748,0
actual,1746207169.8320885,394641.6181755835,4438790.421198342,-0.004716193798154035,0
actual,1746207169.8321445,394641.6181755835,4438790.421198342,-0.004716193798154035,0
actual,1746207171.0981429,394641.6181755835,4438790.421198342,-0.004716193798154035,0
actual,1746207171.0981908,394641.6181755835,4438790.421198342,-0.004716193798154035,0
actual,1746207171.911354,394641.6181755835,4438790.421198342,-0.0008185245126002792,0
actual,1746207171.911424,394641.6181755835,4438790.421198342,-0.0008185245126002792,0
actual,1746207172.073298,394641.6181755835,4438790.421198342,-0.00040866884435447165,0
actual,1746207172.1283584,394641.6181755835,4438790.421198342,-0.00040866884435447165,0
actual,1746207174.0916946,394641.61845470744,4438790.4157283055,-0.001158340117963546,0
actual,1746207174.0917523,394641.61845470744,4438790.4157283055,-0.001158340117963546,0
actual,1746207174.54814,394641.6161046237,4438790.415720893,-0.001158340117963546,0
actual,1746207174.548194,394641.6161046237,4438790.415720893,-0.001158340117963546,0
actual,1746207176.7339723,394641.6173421913,4438790.417988123,-0.0008391543043588525,0
actual,1746207176.7340212,394641.6173421913,4438790.417988123,-0.0008391543043588525,0
actual,1746207177.1965513,394641.6173421913,4438790.417988123,-0.0008391543043588525,0
actual,1746207177.196603,394641.6173421913,4438790.417988123,-0.0008391543043588525,0
actual,1746207179.5343244,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207179.5343735,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207179.985944,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207179.986026,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207180.1968808,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207180.1969619,394641.61701716465,4438790.4172878545,-0.0005732533928174447,0
actual,1746207181.4996843,394641.6165674347,4438790.418733871,-0.0006533989120690658,0
actual,1746207181.499742,394641.6165674347,4438790.418733871,-0.0006533989120690658,0
actual,1746207182.5107908,394641.6165674347,4438790.418733871,-0.0006533989120690658,0
actual,1746207182.5108447,394641.6165674347,4438790.418733871,-0.0006533989120690658,0
actual,1746207185.53337,394641.61655957025,4438790.417083881,-0.00019360937392377394,0
actual,1746207185.5334203,394641.61655957025,4438790.417083881,-0.00019360937392377394,0
actual,1746207187.5486932,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207187.5487735,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207188.1736026,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207188.1736581,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207188.8336537,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207188.833706,394641.6145630227,4438790.4175096825,-0.0004916243437016537,0
actual,1746207190.1187088,394641.61615298036,4438790.416079056,-0.0004916243437016537,0
actual,1746207190.1187792,394641.61615298036,4438790.416079056,-0.0004916243437016537,0
actual,1746207190.351721,394641.61615298036,4438790.416079056,-0.0015632739577187548,0
actual,1746207190.351791,394641.61615298036,4438790.416079056,-0.0015632739577187548,0
actual,1746207190.5983667,394641.61453077884,4438790.4163254695,8.841837990602137e-05,0
actual,1746207190.598428,394641.61453077884,4438790.4163254695,8.841837990602137e-05,0
actual,1746207192.3955467,394641.61453077884,4438790.4163254695,8.841837990602137e-05,0
actual,1746207192.3956065,394641.61453077884,4438790.4163254695,8.841837990602137e-05,0
actual,1746207192.4988046,394641.61453077884,4438790.4163254695,8.841837990602137e-05,0
actual,1746207192.732561,394641.6156373672,4438790.422019581,-0.00200735553259632,0
actual,1746207192.7326488,394641.6156373672,4438790.422019581,-0.00200735553259632,0
actual,1746207192.800011,394641.6156373672,4438790.422019581,-0.00200735553259632,0
actual,1746207197.077801,394641.6156373672,4438790.422019581,0.0006138672045114957,0
actual,1746207197.077902,394641.6156373672,4438790.422019581,0.0006138672045114957,0
actual,1746207198.4887686,394641.6182637417,4438790.422711782,-0.00032025046444845024,0
actual,1746207198.4888277,394641.6182637417,4438790.422711782,-0.00032025046444845024,0
actual,1746207199.559783,394641.6182637417,4438790.422711782,-0.0017438457221300603,0
actual,1746207199.5598369,394641.6182637417,4438790.422711782,-0.0017438457221300603,0
actual,1746207201.517381,394641.6177587401,4438790.425082557,-0.0008592604973419093,0
actual,1746207201.5174417,394641.6177587401,4438790.425082557,-0.0008592604973419093,0
actual,1746207201.7412045,394641.61635366385,4438790.423301147,-0.0008592604973419093,0
actual,1746207201.7413516,394641.61635366385,4438790.423301147,-0.0008592604973419093,0
actual,1746207201.8291245,394641.6175114809,4438790.421277158,-0.0027438495703528713,0
actual,1746207203.245571,394641.61876306555,4438790.420873103,-0.0027438495703528713,0
actual,1746207203.245715,394641.61876306555,4438790.420873103,-0.0027438495703528713,0
actual,1746207203.5089934,394641.61876306555,4438790.420873103,-0.0027438495703528713,0
actual,1746207203.5090425,394641.61876306555,4438790.420873103,-0.0027438495703528713,0
actual,1746207203.6293097,394641.61876306555,4438790.420873103,-0.003242926469960575,0
actual,1746207203.691529,394641.61876306555,4438790.420873103,-0.0016203985841366545,0
actual,1746207204.3628957,394641.61839453154,4438790.423320548,-0.00202253989708853,0
actual,1746207204.3629646,394641.61839453154,4438790.423320548,-0.00202253989708853,0
actual,1746207205.7519977,394641.61839453154,4438790.423320548,-0.0022963122435564007,0
actual,1746207206.281415,394641.61839453154,4438790.423320548,-0.0022804646539483714,0
actual,1746207206.2814646,394641.61839453154,4438790.423320548,-0.0022804646539483714,0
actual,1746207211.2239249,394641.61667978205,4438790.423370014,-0.0022804646539483714,0
actual,1746207211.2239716,394641.61667978205,4438790.423370014,-0.0022804646539483714,0
actual,1746207213.5565546,394641.61667978205,4438790.423370014,-0.0022804646539483714,0
actual,1746207213.556627,394641.61667978205,4438790.423370014,-0.0022804646539483714,0
actual,1746207218.5257256,394641.6145955488,4438790.422484002,-0.0008556651190827015,0
actual,1746207218.5257773,394641.6145955488,4438790.422484002,-0.0008556651190827015,0
actual,1746207218.8607228,394641.6163062072,4438790.420081886,-0.0008265181205743215,0
actual,1746207218.8607693,394641.6163062072,4438790.420081886,-0.0008265181205743215,0
actual,1746207218.8607974,394641.6163062072,4438790.420081886,-0.0008265181205743215,0
actual,1746207219.4022644,394641.6163062072,4438790.420081886,-0.0008265181205743215,0
actual,1746207219.4023182,394641.6163062072,4438790.420081886,-0.0008265181205743215,0
actual,1746207221.6657715,394641.6156204168,4438790.420567175,-0.0008265181205743215,0
actual,1746207221.6658287,394641.6156204168,4438790.420567175,-0.0008265181205743215,0
actual,1746207227.5910983,394641.6162364544,4438790.42203788,-0.0013002877460282594,0
actual,1746207227.5911472,394641.6162364544,4438790.42203788,-0.0013002877460282594,0
actual,1746207227.7115638,394641.61622795236,4438790.422381398,-0.0021379934271078937,0
actual,1746207228.0291216,394641.6155631229,4438790.423320297,-0.0021379934271078937,0
actual,1746207228.0292656,394641.6155631229,4438790.423320297,-0.0021379934271078937,0
actual,1746207228.0293472,394641.6155631229,4438790.423320297,-0.0021379934271078937,0
actual,1746207228.1185293,394641.61588029494,4438790.422757955,-0.0016242557617834965,0
actual,1746207229.6867354,394641.61588029494,4438790.422757955,-0.0016242557617834965,0
actual,1746207229.6868474,394641.61588029494,4438790.422757955,-0.0016242557617834965,0
actual,1746207230.9867458,394641.61502095277,4438790.422860546,-0.0016242557617834965,0
actual,1746207230.986812,394641.61502095277,4438790.422860546,-0.0016242557617834965,0
actual,1746207233.1644456,394641.61502095277,4438790.422860546,-0.0016242557617834965,0
actual,1746207233.1645246,394641.61502095277,4438790.422860546,-0.0016242557617834965,0
actual,1746207234.347731,394641.6168918342,4438790.418021705,0.001312679583717384,0
actual,1746207234.347801,394641.6168918342,4438790.418021705,0.001312679583717384,0
actual,1746207235.1436133,394641.6137276788,4438790.417846982,-0.003787416836705349,0
actual,1746207235.1438196,394641.6137276788,4438790.417846982,-0.003787416836705349,0
actual,1746207236.7596786,394641.61586895905,4438790.424473658,-0.003787416836705349,0
actual,1746207236.75973,394641.61586895905,4438790.424473658,-0.003787416836705349,0
actual,1746207238.1766593,394641.6153501639,4438790.424437504,-0.0028248153943528425,0
actual,1746207238.1767275,394641.6153501639,4438790.424437504,-0.0028248153943528425,0
actual,1746207240.3387606,394641.6153501639,4438790.424437504,0.0008659276550845604,0
actual,1746207240.3388677,394641.6153501639,4438790.424437504,0.0008659276550845604,0
actual,1746207240.653253,394641.6153501639,4438790.424437504,0.0008659276550845604,0
actual,1746207240.6533668,394641.6153501639,4438790.424437504,0.0008659276550845604,0
actual,1746207240.6534111,394641.6153501639,4438790.424437504,0.0008659276550845604,0
actual,1746207240.762208,394641.614330464,4438790.419418936,-0.0015462395442193892,0
actual,1746207241.3183057,394641.615537181,4438790.421951574,-0.0015462395442193892,0
actual,1746207241.3183568,394641.615537181,4438790.421951574,-0.0015462395442193892,0
actual,1746207242.3966928,394641.6149501178,4438790.420355389,-0.0015462395442193892,0
actual,1746207242.3967583,394641.6149501178,4438790.420355389,-0.0015462395442193892,0
actual,1746207243.9486525,394641.6154697995,4438790.418607148,-0.0008852309966114947,0
actual,1746207243.94871,394641.6154697995,4438790.418607148,-0.0008852309966114947,0
actual,1746207244.0553894,394641.6148342311,4438790.418099121,-0.0006352998477259435,0
actual,1746207251.6044967,394641.61522007274,4438790.4220976345,5.298819609045164e-05,0
actual,1746207251.6045477,394641.61522007274,4438790.4220976345,5.298819609045164e-05,0
actual,1746207252.1636605,394641.61746551504,4438790.422282238,-0.002140908126958806,0
actual,1746207252.1637552,394641.61746551504,4438790.422282238,-0.002140908126958806,0
actual,1746207252.739885,394641.61746551504,4438790.422282238,-0.002140908126958806,0
actual,1746207252.739996,394641.61746551504,4438790.422282238,-0.002140908126958806,0
actual,1746207253.5473912,394641.61607052037,4438790.423080151,-0.002640386452294695,0
actual,1746207253.5476112,394641.61607052037,4438790.423080151,-0.002640386452294695,0
actual,1746207256.1631584,394641.61679006065,4438790.422154172,-0.0017452943454092785,0
actual,1746207256.163207,394641.61679006065,4438790.422154172,-0.0017452943454092785,0
actual,1746207262.1196673,394641.61679006065,4438790.422154172,-0.002883807523070126,0
actual,1746207262.1197255,394641.61679006065,4438790.422154172,-0.002883807523070126,0
actual,1746207263.1064117,394641.61512953654,4438790.420994359,-0.002883807523070126,0
actual,1746207263.1064591,394641.61512953654,4438790.420994359,-0.002883807523070126,0
actual,1746207268.3893266,394641.61734382494,4438790.4258039305,-0.003164229573988172,0
actual,1746207268.3893702,394641.61734382494,4438790.4258039305,-0.003164229573988172,0
actual,1746207268.4973538,394641.61734382494,4438790.4258039305,-0.0015567464263164066,0
