type,timestamp,x,y,yaw
actual,1745087560.889846,394656.2865365535,4438782.975316096,-0.026298045210397338
actual,1745087560.959553,394656.2865374088,4438782.975311062,-0.02630856954578683
actual,1745087561.098372,394656.2865631178,4438782.975292203,-0.026286194424776452
actual,1745087561.2310126,394656.2865631178,4438782.975292203,-0.026286194424776452
actual,1745087561.3390517,394656.2865631178,4438782.975292203,-0.026320961383476203
actual,1745087561.3755527,394656.28659857076,4438782.975271055,-0.02633319614153255
actual,1745087561.4518616,394656.28659857076,4438782.975271055,-0.026327872887314013
actual,1745087561.6096332,394656.28659857076,4438782.975271055,-0.0263208217571359
actual,1745087561.649589,394656.28660625184,4438782.975269725,-0.026283541524313423
actual,1745087561.8387156,394656.28660625184,4438782.975269725,-0.02630057593781279
actual,1745087561.947436,394656.28616777307,4438782.974452757,-0.026296718760165944
actual,1745087561.947485,394656.28616777307,4438782.974452757,-0.026296718760165944
actual,1745087562.0424516,394656.28772504936,4438782.975553256,-0.026307766694330957
actual,1745087562.1429653,394656.28818562214,4438782.975601514,-0.02628593262538857
actual,1745087562.2425606,394656.2872745301,4438782.974478327,-0.026277013992910825
actual,1745087562.3424606,394656.2873877825,4438782.974408714,-0.02628753832830032
actual,1745087562.442657,394656.2874192451,4438782.974345202,-0.02624624383819822
actual,1745087562.5424955,394656.2874658981,4438782.974330227,-0.0262752861169515
actual,1745087562.6424599,394656.2877006225,4438782.974270754,-0.02623427087952951
actual,1745087562.7424839,394656.2879096215,4438782.974604288,-0.02630071556415284
actual,1745087562.8425057,394656.28843675926,4438782.974553579,-0.02626076497757486
actual,1745087562.9424891,394656.28920318704,4438782.974548961,-0.026265686806065457
actual,1745087563.0573978,394656.2896228379,4438782.974576777,-0.026278340443142464
actual,1745087563.142492,394656.2907078544,4438782.974534488,-0.026215089711050153
actual,1745087563.2519803,394656.28717943444,4438782.973673071,-0.026261567829030736
actual,1745087563.3561935,394656.28689879796,4438782.973802184,-0.02633014181534158
actual,1745087563.444372,394656.286637843,4438782.973802603,-0.02631909388117657
actual,1745087563.5494106,394656.2864546564,4438782.973761693,-0.026293263008247043
actual,1745087563.6424537,394656.28615956474,4438782.973859188,-0.02630310666522824
actual,1745087563.742489,394656.2881393025,4438782.974324913,-0.026306038818371628
actual,1745087563.8429754,394656.28784693556,4438782.974211816,-0.026220290792221112
actual,1745087563.9427507,394656.28768015455,4438782.974263735,-0.02621350146143088
actual,1745087564.0427,394656.28772444034,4438782.974211259,-0.02621535151043779
actual,1745087564.1424527,394656.2881243992,4438782.9741447065,-0.026195384943795034
actual,1745087564.2424843,394656.28643247136,4438782.975246945,-0.02631110027320228
actual,1745087564.342475,394656.28655563144,4438782.975293568,-0.02630630061775926
actual,1745087564.4424567,394656.2866568353,4438782.975351906,-0.02630376989034406
actual,1745087564.5424936,394656.2867168756,4438782.975471108,-0.026283803323701057
actual,1745087564.6424744,394656.28682486067,4438782.975574139,-0.02626249285353419
actual,1745087564.7424607,394656.2869270999,4438782.975436852,-0.026199783173510117
actual,1745087564.842785,394656.2871404895,4438782.975335372,-0.026015493857792026
actual,1745087564.9424624,394656.28740255604,4438782.975421836,-0.02606116912431673
actual,1745087565.0424736,394656.2876213207,4438782.975483155,-0.02605156981343069
actual,1745087565.1423593,394656.2878046357,4438782.975544169,-0.026032266471903757
actual,1745087565.2424822,394656.2878108403,4438782.97505186,-0.026254900671288082
actual,1745087565.3425982,394656.2878998722,4438782.975037273,-0.0262216172424525
actual,1745087565.4424603,394656.288214047,4438782.975029121,-0.02625170671875706
actual,1745087565.5423813,394656.2887198655,4438782.974959227,-0.026203378551769324
actual,1745087565.6424534,394656.28950299637,4438782.974996705,-0.026191527766148193
actual,1745087565.7424524,394656.2874002215,4438782.974146067,-0.02628846335280402
actual,1745087565.842607,394656.2877310421,4438782.974026909,-0.02629205873106298
actual,1745087565.9424775,394656.28803334606,4438782.973868497,-0.02627661256718289
