type,x,y,yaw
start,394647.7347569042,4438783.735382626,-0.01691587073666911
goal,394664.3597403461,4438797.978912613,1.5707963267948966
path,394647.7347569042,4438783.735382626,-0.01691587073666911
path,394648.73461383424,4438783.7184675615,0.2952569806026397
path,394649.6913412305,4438784.009453282,0.4411666498718033
path,394650.59559535584,4438784.4364479855,0.7533395012111122
path,394651.32500381547,4438785.120526416,1.0655123525504209
path,394651.80905976327,4438785.995563466,0.753339501211112
path,394652.5384682229,4438786.679641897,1.0655123525504209
path,394653.0225241707,4438787.554678947,0.9196026832812573
path,394653.6286603853,4438788.350039802,0.9196026832812573
path,394654.23479659995,4438789.145400656,0.7736930140120937
path,394654.9501315427,4438789.844182396,0.46152016267278484
path,394655.8455081318,4438790.289492135,0.7736930140120937
path,394656.5608430745,4438790.988273875,0.9196026832812573
path,394657.16697928915,4438791.78363473,0.9196026832812573
path,394657.7731155038,4438792.5789955845,1.231775534620566
path,394658.10567928344,4438793.522076352,0.9196026832812573
path,394658.71181549807,4438794.317437206,0.9196026832812573
path,394659.3179517127,4438795.112798061,0.6074298319419484
path,394660.1390693874,4438795.683556998,0.2952569806026396
path,394661.09579678363,4438795.974542718,0.14934731133347603
path,394662.0846651875,4438796.123335459,0.46152016267278484
path,394662.9800417766,4438796.568645198,0.46152016267278484
path,394662.9800417766,4438796.568645198,0.46152016267278484
path,394663.4399412998,4438797.038734336,0.8312788840468222
path,394663.8998408229,4438797.508823475,1.2010376054208594
path,394664.3597403461,4438797.978912613,1.5707963267948966
